"Building ID","Parking Count Date","Building Names","Street Address",City,State,"Zip Code","Place Type","Developer Owner","Property Manager","Property Website","Year Built","Square Footage","Commercial Square Footage","Residential Square Footage","Mixed Use","Mixed Uses","Parking Spaces","Occupied Spaces","Parking Spaces Off Street","Special Features","Parking Type Surface","Parking Type Structure","Parking Type Underground","Parking Type Tandem","Parking Type Lifts","Parking Residential","Parking Commercial","Parking Shared","Parking Assigned","Num Spaces Assigned","Parking Permits","Is Parking Unbundled","Parking Unbundled","Parking Cost Annual","Parking Cost Monthly","Parking Adjacent Street","Street Parking Time Restricted","Street Parking Metered","Street Parking Permit District","Available Parking Per Unit","Occupied Parking Per Unit","Occupied Parking Per Bdrm","Pct Occupied Parking","Parking Unused","Parking Unused Sqft","Pct Parking Assigned","Pct Parking Unbundled","Cost Surface Parking","Cost Structure Parking","Cost Underground Parking","Cost Unused Surface Parking","Cost Unused Structure Parking","Cost Unused Underground Parking","Cost Unused Parking","Annual Parking Cost",Units,"Units Studio","Units 1 Bdrm","Units 2 Bdrm","Units 3 Bdrm","Total Bedrooms","Average Rent","Avg Rent Studio","Avg Rent 1Bdrm","Avg Rent 2Bdrm","Avg Rent 3Bdrm","Pct Affordable","BMR 81120 Ami Moderate Studio","BMR 81120 Ami Moderate 1 Bdrm","BMR 81120 Ami Moderate 2 Bdrm","BMR 81120 Ami Moderate 3 Bdrm","BMR 81120 Ami","BMR 6180 Ami Low Studio","BMR 6180 Ami Low 1 Bdrm","BMR 6180 Ami Low 2 Bdrm","BMR 6180 Ami Low 3 Bdrm","BMR 6180 Ami","BMR 5160 Ami Low Studio","BMR 5160 Ami Low 1 Bdrm","BMR 5160 Ami Low 2 Bdrm","BMR 5160 Ami Low 3 Bdrm","BMR 5160 Ami","BMR 3150 Ami Very Low Studio","BMR 3150 Ami Very Low 1 Bdrm","BMR 3150 Ami Very Low 2 Bdrm","BMR 3150 Ami Very Low 3 Bdrm","BMR 3150 Ami","BMR Below 30 Ami Extremely Low Studio","BMR Below 30 Ami Extremely Low 1 Bdrm","BMR Below 30 Ami Extremely Low 2 Bdrm","BMR Below 30 Ami Extremely Low 3 Bdrm","BMR 30 Ami","Unit Type Family","Unit Type Senior","Unit Type Diverse Abilities","Unit Type Student","Unit Type Mixed","Residential Occupancy Rate","Resident Type","Transit Passes","Transit Passes Provided","Transit Passes Provided Details","Ac Transit Easypass","Vta Ecopass","Carshare Membership","Carshare Other","Carshare Cars On Property","Bike Parking","Bike Share",Shuttle,"Other Trs","Other Trs Details","Other Trs Fliers","Other Trs Fliers Details","Trs Strategies","Transit Routes H Mile","Transit Routes Q Mile","Transit Index","Zipcar Locations","Citycarshare Locations",Lat,Lng,County,Place,"Priority Developement Area"
112,11/13/2013,"Lenzen Square Apartments","790 Lenzen Ave","San Jose",CA,95126,"City Center",CORE,"EAH Housing",http://lenzensquare.com,2002,59709,10377,49332,No,,142,77,142,,15,127,0,37,0,142,0,0,Yes,142,142,No,,,,Yes,No,No,No,1.61,0.88,0.77,54,65,19500.00,100,,300000,6350000,0,137400.000,2906500.000,0.000,3043900,,88,38,38,12,0,100,1090,995,1130,1265,-,100,,,,,0,,,,,0,64,,,,64,24,,,,24,,,,,0,0,0,0,0,false,100,,No,Off,,Off,Off,Off,Off,,10,No,Off,Off,,Off,,"Bike Parking",VTA|22|Bus|false|false||VTA|304|Bus|true|false||VTA|522|Bus|true|false||VTA|61|Bus|false|false||VTA|62|Bus|false|false||VTA|63|Bus|false|false,,8,"Avalon on the Alameda - 1300 The Alameda",,37.335809447018,-121.909841456301,"Santa Clara","San Jose","San Jose: Downtown ""Frame"""
114,11/07/2013,"Mosaica Apartments","680 Florida Street","San Francisco",CA,94110,"Urban Neighborhood","Tenderloin Neighborhood Development Corporation","Tenderloin Neighborhood Development Corporation",http://TNDC.org,2009,182696,0,-,Yes,,79,43,94,"First space assigned additional requested and provided if available",0,0,94,0,0,78,15,1,Yes,48,48,No,,,,Yes,"Don't know","Don't know",No,0.68,0.37,0.17,54,36,10800.00,61,,0,0,7520000,0.000,0.000,3427200.000,3427200,,117,19,11,44,43,247,1040,580,770,935,1420,100,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,93,24,0,0,true,100,"Family, Senior",No,Off,,Off,Off,Off,Off,1,12,No,No,No,,No,,"Carshare Onsite, Bike Parking, Carshare Pod/Car within 1/4 mile","SamTrans|292|Bus|false|false||SamTrans|391|Bus|false|false||SamTrans|397|Bus|false|false||San Francisco Municipal Transportation Agency|12|Bus|false|false||San Francisco Municipal Transportation Agency|14|Bus|false|true||San Francisco Municipal Transportation Agency|14L|Bus|true|false||San Francisco Municipal Transportation Agency|22|Bus|false|true||San Francisco Municipal Transportation Agency|27|Bus|false|false||San Francisco Municipal Transportation Agency|33|Bus|false|false||San Francisco Municipal Transportation Agency|49|Bus|false|true||San Francisco Municipal Transportation Agency|90|Bus|false|false||San Francisco Municipal Transportation Agency|9|Bus|false|false||San Francisco Municipal Transportation Agency|9L|Bus|true|false","SamTrans|292|Bus|false|false||SamTrans|397|Bus|false|false||San Francisco Municipal Transportation Agency|12|Bus|false|false||San Francisco Municipal Transportation Agency|27|Bus|false|false||San Francisco Municipal Transportation Agency|33|Bus|false|false||San Francisco Municipal Transportation Agency|90|Bus|false|false||San Francisco Municipal Transportation Agency|9|Bus|false|false",10,,,37.7610570318629,-122.411533962076,"San Francisco","San Francisco","San Francisco: Eastern Neighborhoods"
115,11/15/2013,"Northgate Terrace","550 24th Street",Oakland,CA,94612,"Regional Center","Christian Church Homes of Northern California","Christian Church Homes of Northern California",http://cchnc.org,1966,-,0,-,No,,48,26,57,"Resident keeps space as long as it is needed",57,0,0,0,0,48,0,0,Yes,39,0,Yes,39,,15,Off,Yes,Yes,No,0.24,0.13,0.13,54,22,6600.00,81,81,1140000,0,0,522600.000,0.000,0.000,522600,180,201,180,20,1,0,202,0,-,-,-,-,100,0,0,,,0,0,0,,,0,19,3,,,22,26,5,,,31,135,12,,,147,0,200,0,0,false,95,Senior,No,Off,,Off,Off,Off,Off,,2,No,Yes,Off,,Off,,"Unbundled Parking, Bike Parking, Local Shuttle","AC Transit|11|Bus|false|false||AC Transit|12|Bus|false|false||AC Transit|18|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|51A|Bus|false|false||AC Transit|58L|Bus|true|false||AC Transit|611|Bus|false|false||AC Transit|634|Bus|false|false||AC Transit|651|Bus|false|false||AC Transit|72|Bus|false|false||AC Transit|72M|Bus|false|false||AC Transit|72R|Bus|true|false||AC Transit|800|Bus|false|false||AC Transit|802|Bus|false|false||AC Transit|805|Bus|false|false||AC Transit|851|Bus|false|false||AC Transit|88|Bus|false|false||AC Transit|BSD|Bus|false|false||AC Transit|BSN|Bus|false|false||AC Transit|NL|Bus|false|false||Bay Area Rapid Transit|Fremont - Richmond|Subway, Metro|false|false||Bay Area Rapid Transit|Pittsburg/Bay Point - SFIA/Millbrae|Subway, Metro|false|false||Bay Area Rapid Transit|Richmond - Daly City/Millbrae|Subway, Metro|false|false","AC Transit|18|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|72|Bus|false|false||AC Transit|72M|Bus|false|false||AC Transit|72R|Bus|true|false||AC Transit|800|Bus|false|false||AC Transit|802|Bus|false|false",9,"23rd St & Valley St",,37.814154149448,-122.269936529099,Alameda,Oakland,"Oakland: Downtown & Jack London Square"
116,11/20/2013,"Palm Court","1200 Lick Ave","San Jose",CA,95110,"City Center",CORE,"EAH Housing",http://eahhousing.org,1998,52471,14079,38392,No,,40,38,42,"Resident keeps space as long as it is needed",42,0,0,0,0,40,2,0,Yes,36,36,No,,,,Yes,Yes,No,No,0.61,0.58,0.57,95,2,600.00,90,,840000,0,0,42000.000,0.000,0.000,42000,,66,0,65,1,0,67,950,-,953,765,-,100,,,,,0,,,,,0,,,,,0,,65,1,,66,,,,,0,0,65,0,0,false,100,Senior,No,Off,N,Off,Off,Off,Off,,0,No,Off,No,,No,,"Bike Parking","Caltrain|Bullet|Rail|false|false||Caltrain|Limited|Rail|false|false||Caltrain|Local|Rail|false|false||VTA|25|Bus|false|false||VTA|25|Bus|false|true||VTA|66|Bus|false|false||VTA|68|Bus|false|false||VTA|82|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false","Caltrain|Bullet|Rail|false|false||Caltrain|Limited|Rail|false|false||Caltrain|Local|Rail|false|false||VTA|25|Bus|false|true||VTA|82|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false",9,,,37.3138309909076,-121.883081382496,"Santa Clara","San Jose","San Jose: Downtown ""Frame"""
117,11/07/2013,"Parkview Family Apartments","360 Meridian Ave","San Jose",CA,95126,"Mixed-Use Corridor","EAH Housing","EAH Housing",http://www.eahhousing.org,1999,131344,46956,84388,No,,101,86,101,"First space assigned additional requested and provided if available, Resident keeps space as long as it is needed",57,44,0,44,0,101,0,0,Yes,98,0,No,,,,No,"Don't know",No,No,1.12,0.96,0.41,85,15,4500.00,97,,1140000,2200000,0,169400.000,326500.000,0.000,495900,,90,0,5,52,33,208,0,-,-,-,-,100,0,na,,,0,0,na,,,0,0,3,31,20,54,0,2,21,13,36,0,0,0,0,0,90,0,0,0,false,99,Family,No,Off,,Off,Off,Off,Off,,0,No,Off,No,,Yes,"local bus schedules","Bike Parking, Transit Route Info (Schedules, Maps)","VTA|23|Bus|false|false||VTA|323|Bus|true|false||VTA|63|Bus|false|false||VTA|65|Bus|false|false||VTA|81|Bus|false|false||VTA|902|Tram, Streetcar, Light rail|false|false",VTA|23|Bus|false|false||VTA|323|Bus|true|false||VTA|63|Bus|false|false||VTA|65|Bus|false|false||VTA|81|Bus|false|false,9,,,37.3219943454407,-121.913006251296,"Santa Clara","San Jose","San Jose: West San Carlos and Southwest Expressway Corridors"
118,11/07/2013,"Parkview Senior Apartments","355 Race Street","San Jose",CA,95126,"Mixed-Use Corridor","EAH Housing","EAH Housing",http://eahhousing.org,1997,-,0,83427,No,,90,79,90,"Resident keeps space as long as it is needed",90,0,0,0,0,90,0,0,Yes,84,84,No,,,,Yes,"Don't know",No,No,0.64,0.56,0.56,88,11,3300.00,93,,1800000,0,0,220000.000,0.000,0.000,220000,,140,0,139,1,0,141,740,-,745,-,-,99,,,,,0,,,,,0,,,,,0,,139,,,139,,,,,0,0,139,0,0,false,97,Senior,No,Off,,Off,Off,Off,Off,,6,No,Off,No,,No,,"Bike Parking","VTA|23|Bus|false|false||VTA|323|Bus|true|false||VTA|63|Bus|false|false||VTA|65|Bus|false|false||VTA|81|Bus|false|false||VTA|902|Tram, Streetcar, Light rail|false|false",VTA|23|Bus|false|false||VTA|323|Bus|true|false||VTA|63|Bus|false|false||VTA|65|Bus|false|false||VTA|81|Bus|false|false,9,,,37.3219994481068,-121.91190036707,"Santa Clara","San Jose","San Jose: West San Carlos and Southwest Expressway Corridors"
119,11/14/2013,"Plaza de las Flores","233 Carroll Street",Sunnyvale,Ca,94086,"Transit Town Center","Christian Church Homes of Northern California","Christian Church Homes of Northern California",http://cchnc.org/index.php/contact-us-directory/174-plaza-de-las-flores,1983,92411,23053,69358,No,,34,27,34,,0,0,34,0,0,34,0,0,Yes,30,,Yes,33,,20,Yes,Yes,No,No,0.34,0.27,0.26,79,7,2100.00,88,97,0,0,2720000,0.000,0.000,560000.000,560000,240,100,0,100,1,0,102,1797,-,1797,-,-,100,,,,,0,,,,,0,,,,,0,,3,,,3,,97,,,97,0,100,0,0,false,100,Senior,Yes,Discounted,,Off,On,Off,Off,,12,No,No,No,,Yes,"Offer ECO passes pro rated.","Free/Discounted Transit Passes, Unbundled Parking, Bike Parking, Transit Route Info (Schedules, Maps)",Caltrain|Bullet|Rail|false|false||Caltrain|Limited|Rail|false|false||Caltrain|Local|Rail|false|false||VTA|26|Bus|false|false||VTA|304|Bus|true|false||VTA|32|Bus|false|false||VTA|53|Bus|false|false||VTA|54|Bus|false|false||VTA|55|Bus|false|false||VTA|822|Bus|false|false,Caltrain|Bullet|Rail|false|false||Caltrain|Limited|Rail|false|false||Caltrain|Local|Rail|false|false||VTA|304|Bus|true|false||VTA|32|Bus|false|false||VTA|53|Bus|false|false||VTA|54|Bus|false|false||VTA|55|Bus|false|false,8,,,37.3752158371637,-122.028954455341,"Santa Clara",Sunnyvale,"Sunnyvale: Downtown & Caltrain Station"
120,11/07/2013,"SOMA Apartments","1180 Howard Street","San Francisco",CALIFORNIA,94103,"Regional Center","Tenderloin Neighborhood Development Corporation","Tenderloin Neighborhood Development Corporation",http://TNDC.org,2003,102810,0,-,Yes,,58,52,66,"First space assigned additional requested and provided if available, Resident keeps space as long as it is needed",0,33,33,0,0,58,8,0,Yes,66,66,No,,,,"Don't know","Don't know","Don't know","Dont know",0.78,0.70,0.33,90,6,1800.00,114,,0,1650000,2640000,0.000,170500.000,272800.000,443300,,74,0,12,40,22,158,1242,-,1051,1208,1409,100,,,,,0,,,,,0,,6,20,11,37,,6,20,11,37,,,,,0,74,0,0,0,false,100,Family,No,Off,,Off,Off,"Full price",Off,2,20,Yes,Off,No,,No,,"Carshare Onsite, Bike Parking, Carshare Pod/Car within 1/4 mile, Bike Share","AC Transit|800|Bus|false|false||Bay Area Rapid Transit|Dublin/Pleasanton - Daly City|Subway, Metro|false|false||Bay Area Rapid Transit|Fremont - Daly City|Subway, Metro|false|false||Bay Area Rapid Transit|Pittsburg/Bay Point - SFIA/Millbrae|Subway, Metro|false|false||Bay Area Rapid Transit|Richmond - Daly City/Millbrae|Subway, Metro|false|false||Golden Gate Transit|101|Bus|false|false||Golden Gate Transit|101X|Bus|true|false||Golden Gate Transit|10|Bus|false|false||Golden Gate Transit|18|Bus|false|false||Golden Gate Transit|24|Bus|false|false||Golden Gate Transit|27|Bus|false|false||Golden Gate Transit|2|Bus|false|false||Golden Gate Transit|38|Bus|false|false||Golden Gate Transit|44|Bus|false|false||Golden Gate Transit|4|Bus|false|false||Golden Gate Transit|54|Bus|false|false||Golden Gate Transit|56|Bus|false|false||Golden Gate Transit|58|Bus|false|false||Golden Gate Transit|70|Bus|false|false||Golden Gate Transit|72|Bus|false|false||Golden Gate Transit|72X|Bus|true|false||Golden Gate Transit|74|Bus|false|false||Golden Gate Transit|76|Bus|false|false||Golden Gate Transit|80|Bus|false|false||Golden Gate Transit|8|Bus|false|false||Golden Gate Transit|92|Bus|false|false||Golden Gate Transit|93|Bus|false|false||Golden Gate Transit|97|Bus|false|false||SamTrans|292|Bus|false|false||SamTrans|391|Bus|false|false||SamTrans|397|Bus|false|false||SamTrans|KX|Bus|false|false||San Francisco Municipal Transportation Agency|12|Bus|false|false||San Francisco Municipal Transportation Agency|14|Bus|false|true||San Francisco Municipal Transportation Agency|14L|Bus|true|false||San Francisco Municipal Transportation Agency|14X|Bus|true|false||San Francisco Municipal Transportation Agency|16X|Bus|true|false||San Francisco Municipal Transportation Agency|19|Bus|false|false||San Francisco Municipal Transportation Agency|21|Bus|false|false||San Francisco Municipal Transportation Agency|27|Bus|false|false||San Francisco Municipal Transportation Agency|30|Bus|false|true||San Francisco Municipal Transportation Agency|31|Bus|false|false||San Francisco Municipal Transportation Agency|45|Bus|false|false||San Francisco Municipal Transportation Agency|47|Bus|false|true||San Francisco Municipal Transportation Agency|49|Bus|false|true||San Francisco Municipal Transportation Agency|5|Bus|false|false||San Francisco Municipal Transportation Agency|5|Bus|false|true||San Francisco Municipal Transportation Agency|6|Bus|false|false||San Francisco Municipal Transportation Agency|71|Bus|false|false||San Francisco Municipal Transportation Agency|71L|Bus|true|false||San Francisco Municipal Transportation Agency|83X|Bus|true|false||San Francisco Municipal Transportation Agency|8AX|Bus|true|false||San Francisco Municipal Transportation Agency|8BX|Bus|true|false||San Francisco Municipal Transportation Agency|8X|Bus|true|true||San Francisco Municipal Transportation Agency|90|Bus|false|false||San Francisco Municipal Transportation Agency|91|Bus|false|false||San Francisco Municipal Transportation Agency|9|Bus|false|false||San Francisco Municipal Transportation Agency|9L|Bus|true|false||San Francisco Municipal Transportation Agency|F|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|J|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|K-OWL|Bus|false|false||San Francisco Municipal Transportation Agency|KT|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|L-OWL|Bus|false|false||San Francisco Municipal Transportation Agency|L|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|M-OWL|Bus|false|false||San Francisco Municipal Transportation Agency|M|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|N-OWL|Bus|false|false||San Francisco Municipal Transportation Agency|N|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|S|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|T-OWL|Bus|false|false","AC Transit|800|Bus|false|false||Bay Area Rapid Transit|Dublin/Pleasanton - Daly City|Subway, Metro|false|false||Bay Area Rapid Transit|Fremont - Daly City|Subway, Metro|false|false||Bay Area Rapid Transit|Pittsburg/Bay Point - SFIA/Millbrae|Subway, Metro|false|false||Bay Area Rapid Transit|Richmond - Daly City/Millbrae|Subway, Metro|false|false||Golden Gate Transit|101|Bus|false|false||Golden Gate Transit|101X|Bus|true|false||Golden Gate Transit|10|Bus|false|false||Golden Gate Transit|18|Bus|false|false||Golden Gate Transit|24|Bus|false|false||Golden Gate Transit|27|Bus|false|false||Golden Gate Transit|2|Bus|false|false||Golden Gate Transit|38|Bus|false|false||Golden Gate Transit|44|Bus|false|false||Golden Gate Transit|4|Bus|false|false||Golden Gate Transit|54|Bus|false|false||Golden Gate Transit|56|Bus|false|false||Golden Gate Transit|58|Bus|false|false||Golden Gate Transit|70|Bus|false|false||Golden Gate Transit|72|Bus|false|false||Golden Gate Transit|72X|Bus|true|false||Golden Gate Transit|74|Bus|false|false||Golden Gate Transit|76|Bus|false|false||Golden Gate Transit|80|Bus|false|false||Golden Gate Transit|8|Bus|false|false||Golden Gate Transit|92|Bus|false|false||Golden Gate Transit|93|Bus|false|false||Golden Gate Transit|97|Bus|false|false||SamTrans|292|Bus|false|false||SamTrans|391|Bus|false|false||SamTrans|397|Bus|false|false||SamTrans|KX|Bus|false|false||San Francisco Municipal Transportation Agency|12|Bus|false|false||San Francisco Municipal Transportation Agency|14|Bus|false|true||San Francisco Municipal Transportation Agency|14L|Bus|true|false||San Francisco Municipal Transportation Agency|19|Bus|false|false||San Francisco Municipal Transportation Agency|21|Bus|false|false||San Francisco Municipal Transportation Agency|6|Bus|false|false||San Francisco Municipal Transportation Agency|71|Bus|false|false||San Francisco Municipal Transportation Agency|71L|Bus|true|false||San Francisco Municipal Transportation Agency|83X|Bus|true|false||San Francisco Municipal Transportation Agency|9|Bus|false|false||San Francisco Municipal Transportation Agency|9L|Bus|true|false||San Francisco Municipal Transportation Agency|F|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|J|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|K-OWL|Bus|false|false||San Francisco Municipal Transportation Agency|KT|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|L-OWL|Bus|false|false||San Francisco Municipal Transportation Agency|L|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|M-OWL|Bus|false|false||San Francisco Municipal Transportation Agency|M|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|N-OWL|Bus|false|false||San Francisco Municipal Transportation Agency|N|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|S|Tram, Streetcar, Light rail|false|false||San Francisco Municipal Transportation Agency|T-OWL|Bus|false|false",10,"1045 Mission St|7th St & Mission St|Americania Hotel - Minna St & 7th St|Soma Grand - 1160 Mission St","8th & Clement|8th & Howard|8TH & Market|Dore & Folsom|Mission & 7th|Stevenson & 7th",37.7768073821475,-122.411534450731,"San Francisco","San Francisco","San Francisco: Downtown-Van Ness-Geary"
121,11/14/2013,"Southlake Tower","1501 Alice St",Oakland,CA,94612,"Regional Center","Christian Church Homes of Northern California","Christian Church Homes of Northern California",http://cchnc.org,"2004 reno",86000,0,86000,No,,28,21,28,,28,0,0,0,0,28,2,0,SOME,,,No,,,,Off,Off,Off,Off,0.22,0.16,0.16,75,7,2100.00,,,560000,0,0,140000.000,0.000,0.000,140000,,130,0,129,1,0,131,300,-,300,300,-,100,,,,,0,,,,,0,,,,,0,,,,,0,,130,,,130,0,130,0,0,false,100,Senior,No,Off,,Off,Off,Off,Off,,0,No,Off,No,,No,,"Bike Parking","AC Transit|11|Bus|false|false||AC Transit|12|Bus|false|false||AC Transit|14|Bus|false|false||AC Transit|18|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|20|Bus|false|false||AC Transit|26|Bus|false|false||AC Transit|314|Bus|false|false||AC Transit|31|Bus|false|false||AC Transit|40|Bus|false|false||AC Transit|51A|Bus|false|false||AC Transit|58L|Bus|true|false||AC Transit|611|Bus|false|false||AC Transit|618|Bus|false|false||AC Transit|62|Bus|false|false||AC Transit|634|Bus|false|false||AC Transit|651|Bus|false|false||AC Transit|72|Bus|false|false||AC Transit|72M|Bus|false|false||AC Transit|72R|Bus|true|false||AC Transit|800|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|802|Bus|false|false||AC Transit|805|Bus|false|false||AC Transit|840|Bus|false|false||AC Transit|851|Bus|false|false||AC Transit|88|Bus|false|false||AC Transit|BSD|Bus|false|false||AC Transit|BSN|Bus|false|false||AC Transit|NL|Bus|false|false||AC Transit|O|Bus|false|false||AC Transit|W|Bus|false|false||Bay Area Rapid Transit|Dublin/Pleasanton - Daly City|Subway, Metro|false|false||Bay Area Rapid Transit|Fremont - Daly City|Subway, Metro|false|false||Bay Area Rapid Transit|Fremont - Richmond|Subway, Metro|false|false||Bay Area Rapid Transit|Pittsburg/Bay Point - SFIA/Millbrae|Subway, Metro|false|false||Bay Area Rapid Transit|Richmond - Daly City/Millbrae|Subway, Metro|false|false","AC Transit|14|Bus|false|false||AC Transit|18|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|20|Bus|false|false||AC Transit|26|Bus|false|false||AC Transit|314|Bus|false|false||AC Transit|40|Bus|false|false||AC Transit|618|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|840|Bus|false|false||AC Transit|88|Bus|false|false",10,"19th St & Alice St - Lake Park|19th St & Webster St (Zipvan)|Harrison St & 14th St|Harrison St & 15th St|Madison St & 15th St|Webster St & 13th St","14th & Jackson|17th & Jackson",37.8039738691723,-122.266200575268,Alameda,Oakland,"Oakland: Downtown & Jack London Square"
122,11/13/2013,"The Oaks Apartment","3073 N.Main Street","Walnut Creek",CA,94597,"Local Neighborhood","EAH Housing","EAH Housing",http://www.eahhousing.org,1995,45994,15394,30600,No,,54,51,54,,13,41,0,0,0,54,0,0,Yes,36,36,No,,,,Yes,No,No,No,1.50,1.42,0.59,94,3,900.00,67,,260000,2050000,0,14400.000,114000.000,0.000,128400,,36,0,0,22,14,86,2480,-,-,1595,3871,100,,,,,0,,,,,0,,,18,10,28,,,4,4,8,,,,,0,36,0,0,0,false,97,Family,No,Off,,Off,Off,Off,Off,,0,No,Off,No,,No,,"Bike Parking","Bay Area Rapid Transit|Pittsburg/Bay Point - SFIA/Millbrae|Subway, Metro|false|false||County Connection|11|Bus|false|false||County Connection|14|Bus|false|false||County Connection|15|Bus|false|false||County Connection|18|Bus|false|false||County Connection|311|Bus|false|false||County Connection|316|Bus|false|false||County Connection|7|Bus|false|false||County Connection|9|Bus|false|false||Fairfield and Suisun Transit|40|Bus|true|false||Soltrans|Route 78|Bus|false|false||Wheels (Livermore/Amador Valley Transit Authority)|Route 70x/70xv|Bus|false|false","County Connection|18|Bus|false|false||County Connection|316|Bus|false|false||County Connection|9|Bus|false|false",6,,,37.9301386790629,-122.06201839398,"Contra Costa","Walnut Creek",
150,08/13/2013,"Gish Apartments","35 E Gish Road","San Jose",CA,95112,"Regional Center","First Community Housing","The John Stewart Company",http://www.gishapartments.org,,71470,34310,37160,Yes,,39,20,54,,0,22,32,15,0,39,15,0,No,,34,No,,,,Yes,Yes,No,No,1.11,0.57,0.27,51,19,5700.00,,,0,1100000,2560000,0.000,536000.000,1247200.000,1783200,,35,9,0,14,12,73,776,488,-,820,942,100,0,0,1,0,1,0,0,0,0,0,0,0,1,5,6,6,0,7,2,15,3,0,5,5,13,35,0,13,0,true,100,"Diverse Abilities, Family",Yes,Free,,Off,On,Off,Off,,12,No,No,Yes,"Keep well-stocked VTA schedule rack.",No,,"Free/Discounted Transit Passes, Bike Parking, Other","VTA|10|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false||VTA|902|Tram, Streetcar, Light rail|false|false","VTA|901|Tram, Streetcar, Light rail|false|false||VTA|902|Tram, Streetcar, Light rail|false|false",9,,,37.3621728433823,-121.909461291915,"Santa Clara","San Jose","San Jose: North San Jose"
151,08/13/2013,"Murphy Ranch Townhouses","310 E. Dunne Ave","Morgan Hill",Ca.,95037,"Local Neighborhood","First Community Housing","Solari Enterprises",,,143382,23362,120020,No,,257,118,257,"First space assigned additional requested and provided if available",257,0,0,0,0,257,0,0,Yes,100,100,No,,,,Yes,No,No,"Dont know",2.57,1.18,0.51,46,139,41700.00,39,,5140000,0,0,2780000.000,0.000,0.000,2780000,,100,0,0,46,46,230,1350,-,-,1363,1572,91,,,,,0,,,,,0,,,,,0,,,16,22,38,,,30,23,53,0,0,0,0,false,100,,Yes,Free,,Off,On,Off,Off,,0,No,No,Off,,Off,,"Free/Discounted Transit Passes, Bike Parking","Caltrain|Limited|Rail|false|false||Caltrain|Local|Rail|false|false||Monterey-Salinas Transit|55|Bus|false|false||VTA|121|Bus|true|false||VTA|168|Bus|true|false||VTA|68|Bus|false|false",,6,,,37.1266412521018,-121.643236703424,"Santa Clara","Morgan Hill",
152,08/13/2013,"Casa Feliz Studios","525 South 9th Street","San Jose",CA,95112,"City Center","First Community Housing","The John Stewart Company",http://casafelizapartments.org,,36150,19950,16200,No,,22,11,22,"Resident keeps space as long as it is needed",2,0,20,0,0,22,"2 Staff parking",0,Yes,20,18,No,,,,Yes,Yes,No,Yes,0.37,0.18,0.18,50,11,3300.00,91,,40000,0,1600000,20000.000,0.000,800000.000,820000,,60,59,1,0,0,60,493,501,-,-,-,100,,,,,0,,,,,0,,,,,0,7,,,,7,53,,,,53,0,0,21,0,false,100,"Diverse Abilities",Yes,Free,"First one is free, if lost or stolen it can be from $5-$50",Off,On,Off,Off,,10,No,No,Off,,Off,,"Free/Discounted Transit Passes, Bike Parking",VTA|201|Bus|false|false||VTA|66|Bus|false|false||VTA|68|Bus|false|false||VTA|72|Bus|false|false||VTA|73|Bus|false|false||VTA|82|Bus|false|false,VTA|73|Bus|false|false,8,"S 7th St & E San Salvador St - SJSU",,37.3320612116718,-121.876471277112,"Santa Clara","San Jose","San Jose: Downtown ""Frame"""
