"Building ID","Parking Count Date","Building Names","Street Address",City,State,"Zip Code","Place Type","Developer Owner","Property Manager","Property Website","Year Built","Square Footage","Commercial Square Footage","Residential Square Footage","Mixed Use","Mixed Uses","Parking Spaces","Occupied Spaces","Parking Spaces Off Street","Special Features","Parking Type Surface","Parking Type Structure","Parking Type Underground","Parking Type Tandem","Parking Type Lifts","Parking Residential","Parking Commercial","Parking Shared","Parking Assigned","Num Spaces Assigned","Parking Permits","Is Parking Unbundled","Parking Unbundled","Parking Cost Annual","Parking Cost Monthly","Parking Adjacent Street","Street Parking Time Restricted","Street Parking Metered","Street Parking Permit District","Available Parking Per Unit","Occupied Parking Per Unit","Occupied Parking Per Bdrm","Pct Occupied Parking","Parking Unused","Parking Unused Sqft","Pct Parking Assigned","Pct Parking Unbundled","Cost Surface Parking","Cost Structure Parking","Cost Underground Parking","Cost Unused Surface Parking","Cost Unused Structure Parking","Cost Unused Underground Parking","Cost Unused Parking","Annual Parking Cost",Units,"Units Studio","Units 1 Bdrm","Units 2 Bdrm","Units 3 Bdrm","Total Bedrooms","Average Rent","Avg Rent Studio","Avg Rent 1Bdrm","Avg Rent 2Bdrm","Avg Rent 3Bdrm","Pct Affordable","BMR 81120 Ami Moderate Studio","BMR 81120 Ami Moderate 1 Bdrm","BMR 81120 Ami Moderate 2 Bdrm","BMR 81120 Ami Moderate 3 Bdrm","BMR 81120 Ami","BMR 6180 Ami Low Studio","BMR 6180 Ami Low 1 Bdrm","BMR 6180 Ami Low 2 Bdrm","BMR 6180 Ami Low 3 Bdrm","BMR 6180 Ami","BMR 5160 Ami Low Studio","BMR 5160 Ami Low 1 Bdrm","BMR 5160 Ami Low 2 Bdrm","BMR 5160 Ami Low 3 Bdrm","BMR 5160 Ami","BMR 3150 Ami Very Low Studio","BMR 3150 Ami Very Low 1 Bdrm","BMR 3150 Ami Very Low 2 Bdrm","BMR 3150 Ami Very Low 3 Bdrm","BMR 3150 Ami","BMR Below 30 Ami Extremely Low Studio","BMR Below 30 Ami Extremely Low 1 Bdrm","BMR Below 30 Ami Extremely Low 2 Bdrm","BMR Below 30 Ami Extremely Low 3 Bdrm","BMR 30 Ami","Unit Type Family","Unit Type Senior","Unit Type Diverse Abilities","Unit Type Student","Unit Type Mixed","Residential Occupancy Rate","Resident Type","Transit Passes","Transit Passes Provided","Transit Passes Provided Details","Ac Transit Easypass","Vta Ecopass","Carshare Membership","Carshare Other","Carshare Cars On Property","Bike Parking","Bike Share",Shuttle,"Other Trs","Other Trs Details","Other Trs Fliers","Other Trs Fliers Details","Trs Strategies","Transit Routes H Mile","Transit Routes Q Mile","Transit Index","Zipcar Locations","Citycarshare Locations",Lat,Lng,County,Place,"Priority Developement Area"
153,08/13/2013,"Fourth Street Apartments","1460 N 4th St","San Jose",CA,95112,"Regional Center","First Community Housing","The John Stewart Company",http://www.firsthousing.com/blog/2009/04/25/fourthstreet/,,159264,78306,80958,No,,115,59,115,"Resident keeps space as long as it is needed",0,43,0,0,36,115,0,0,Yes,77,77,No,,,,Yes,No,No,No,1.15,0.59,0.31,51,56,16800.00,67,,0,2150000,0,0.000,1047000.000,0.000,1047000,,100,0,39,31,30,191,376,-,963,-,-,100,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,0,19,9,12,40,0,20,11,4,35,0,0,57,0,false,100,"Diverse Abilities",Yes,Free,,Off,On,Off,Off,,32,Yes,No,Off,,Off,,"Free/Discounted Transit Passes, Bike Parking, Bike Share","VTA|901|Tram, Streetcar, Light rail|false|false||VTA|902|Tram, Streetcar, Light rail|false|false","VTA|901|Tram, Streetcar, Light rail|false|false||VTA|902|Tram, Streetcar, Light rail|false|false",9,,,37.3650254216627,-121.907190774374,"Santa Clara","San Jose","San Jose: North San Jose"
154,08/13/2013,"Craig Gardens Senior Housing","2560 South Bascom Avenue",Campbell,CA,95008,"Mixed-Use Corridor","First Community Housing","The John Stewart Company",,,66433,17890,48543,No,,63,40,63,,63,0,0,0,0,63,0,0,SOME,59,,No,,,,Yes,No,No,No,0.70,0.44,0.44,63,23,6900.00,94,,1260000,0,0,460000.000,0.000,0.000,460000,,90,0,90,0,0,90,923,-,923,-,-,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,81,,9,,0,9,0,90,12,0,true,100,"Diverse Abilities, Senior",Yes,Free,"clipper cards given to each resident that requests one",Off,On,Off,Off,,0,No,No,No,N/A,Yes,"Informed at time of lease signing and advertised on","Free/Discounted Transit Passes, Bike Parking, Transit Route Info (Schedules, Maps)",VTA|26|Bus|false|false||VTA|61|Bus|false|false||VTA|62|Bus|false|false,VTA|26|Bus|false|false||VTA|61|Bus|false|false||VTA|62|Bus|false|false,7,,,37.2754892623013,-121.932642663996,"Santa Clara","San Jose","San Jose: Bascom Urban Village"
155,08/13/2013,"Curtner Studios","701 Curtner Ave","San Jose",CA,95125,"Transit Town Center","First Community Housing","First Community Housing",http://curtnerstudios.org/,,53400,16229,37171,No,,83,53,83,,2,81,0,0,0,83,0,0,Yes,,,Off,,,,Yes,No,No,No,0.47,0.30,0.30,64,30,9000.00,,,40000,4050000,0,14400.000,1464000.000,0.000,1478400,,178,178,0,0,0,178,598,598,-,-,-,100,,,,,0,,,,,0,,,,,0,178,,,,178,,,,,0,0,0,5,0,false,100,"Diverse Abilities",Yes,Free,,Off,On,Off,Off,,15,No,No,No,,No,,"Free/Discounted Transit Passes, Unbundled Parking, Bike Parking","VTA|26|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false","VTA|26|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false",8,,,37.2932004261824,-121.875403315631,"Santa Clara","San Jose","San Jose: Communications Hill"
156,08/13/2013,"El Paseo Studios","4980 Hamilton Avenue","San Jose",CA,95130,"Suburban Center","First Community Housing","The John Stewart Company",http://www.elpaseostudios.org,,59689,32104,27585,No,,50,32,50,"Resident keeps space as long as it is needed",2,0,48,0,0,50,0,0,Yes,48,45,No,N/A,,N/A,Yes,No,No,No,0.51,0.33,0.33,64,18,5400.00,96,,40000,0,3840000,14400.000,0.000,1382400.000,1396800,,98,98,0,0,0,98,848,848,-,-,-,99,0,0,0,0,0,0,0,0,0,0,39,0,0,0,39,48,0,0,0,48,10,0,0,0,10,0,0,0,0,false,97,,Yes,Free,,Off,Off,Off,Off,,24,No,No,No,,Yes,"We have schedules for all VTA transit system in our lobby.","Free/Discounted Transit Passes, Bike Parking, Transit Route Info (Schedules, Maps)",VTA|101|Bus|true|false||VTA|26|Bus|false|false||VTA|328|Bus|true|false||VTA|57|Bus|false|false||VTA|58|Bus|false|false||VTA|82|Bus|false|false,VTA|101|Bus|true|false||VTA|26|Bus|false|false||VTA|328|Bus|true|false||VTA|57|Bus|false|false||VTA|58|Bus|false|false||VTA|82|Bus|false|false,4,,,37.2896413051995,-121.988602369586,"Santa Clara","San Jose","San Jose: Westgate/El Paseo Urban Village"
157,08/13/2013,"Paula Apartments","801 Paula Street","San Jose",Ca.,95126,"Mixed-Use Corridor","First Community Housing","Westlake Realty Group",,,19950,1914,18036,No,,37,24,37,,21,16,0,0,0,37,0,0,Yes,24,24,No,N/A,,N/A,Yes,No,No,"Dont know",1.76,1.14,0.57,65,13,3900.00,65,,420000,800000,0,147600.000,281000.000,0.000,428600,,21,0,0,21,0,42,1250,-,-,1250,-,100,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,4,0,false,90,"Diverse Abilities",Yes,Free,,Off,On,"Full price",Off,,0,No,No,Off,,Off,,"Free/Discounted Transit Passes, Bike Parking","VTA|25|Bus|false|false||VTA|63|Bus|false|false||VTA|64|Bus|false|false||VTA|65|Bus|false|false||VTA|902|Tram, Streetcar, Light rail|false|false",VTA|64|Bus|false|false||VTA|65|Bus|false|false,8,,,37.3143879390428,-121.906304294816,"Santa Clara","San Jose","San Jose: West San Carlos and Southwest Expressway Corridors"
158,08/13/2013,"Troy Apartments","714 S Almaden Ave","San Jose",ca,95110,"City Center","First Community Housing","Westlake Realty Group",,,23717,2173,21544,No,,40,26,40,,40,0,0,0,0,40,0,0,Yes,43,,No,,,N/A,Yes,No,No,"Dont know",1.33,0.87,0.46,65,14,4200.00,108,,800000,0,0,280000.000,0.000,0.000,280000,,30,0,3,27,0,57,1069,-,884,1090,-,100,0,0,0,0,0,0,0,0,0,0,0,1,14,0,15,0,2,13,0,15,0,0,0,0,0,0,0,0,0,false,97,,Yes,Free,DK,Off,On,Off,Off,,0,No,No,No,,No,,"Free/Discounted Transit Passes, Bike Parking","VTA|168|Bus|true|false||VTA|23|Bus|false|false||VTA|25|Bus|false|false||VTA|304|Bus|true|false||VTA|323|Bus|true|false||VTA|66|Bus|false|false||VTA|68|Bus|false|false||VTA|82|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false",VTA|304|Bus|true|false||VTA|66|Bus|false|false||VTA|68|Bus|false|false||VTA|82|Bus|false|false,9,,,37.3238284111754,-121.88532846708,"Santa Clara","San Jose","San Jose: Downtown ""Frame"""
159,08/13/2013,"Betty Anne Gardens/ Creekview Inn","945 Lundy Ave","San Jose",CA,95133,"Transit Neighborhood","First Community Housing","EAH Housing",http://www.eahhousing.org,,91033,22635,68398,No,,136,90,136,"First space assigned additional requested and provided if available",70,36,0,24,0,136,4,0,Yes,97,102,No,,,,Yes,No,No,No,1.35,0.89,0.49,66,46,13800.00,71,,1400000,1800000,0,473600.000,609000.000,0.000,1082600,,101,24,17,36,24,185,1050,534,1006,1203,1368,100,,,,,0,,,,,0,,15,32,21,68,14,,,,14,10,2,4,3,19,0,0,0,0,false,95,,Yes,Discounted,"$25/per pass",Off,On,Off,Off,,0,No,No,No,,Yes,"fliers,local bus schedules & new developments","Free/Discounted Transit Passes, Bike Parking, Transit Route Info (Schedules, Maps)",VTA|12|Bus|false|false||VTA|61|Bus|false|false||VTA|62|Bus|false|false||VTA|77|Bus|false|false,VTA|12|Bus|false|false||VTA|62|Bus|false|false||VTA|77|Bus|false|false,8,,,37.3716154332542,-121.873212993969,"Santa Clara","San Jose","San Jose: Berryessa Station"
161,08/13/2013,"Guadalupe Apartments","76 Duane St","San Jose",Ca,95110,"Local Neighborhood","First Community Housing","Westlake Realty Group",,,19340,11613,7727,No,,38,28,38,,38,0,0,0,0,38,0,0,Yes,23,23,No,N/A,,,Yes,No,No,"Dont know",1.65,1.22,0.61,74,10,3000.00,61,,760000,0,0,200000.000,0.000,0.000,200000,,23,0,6,11,6,46,1177,-,944,1268,1245,100,0,0,0,0,0,0,0,0,0,0,0,6,11,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,100,,Yes,Free,DK,Off,On,Off,Off,,0,No,No,No,,No,,"Free/Discounted Transit Passes, Bike Parking","VTA|168|Bus|true|false||VTA|23|Bus|false|false||VTA|25|Bus|false|false||VTA|304|Bus|true|false||VTA|323|Bus|true|false||VTA|66|Bus|false|false||VTA|68|Bus|false|false||VTA|82|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false",VTA|304|Bus|true|false||VTA|66|Bus|false|false||VTA|68|Bus|false|false||VTA|82|Bus|false|false,9,,,37.3246388076659,-121.883748881065,"Santa Clara","San Jose","San Jose: Downtown ""Frame"""
162,08/13/2013,"Orchard Gardens Apt.","245-251 W. Weddell Dr.",Sunnyvale,CA,94089,"City Center","First Community Housing","Westlake Realty Group",,,47250,838,46412,No,,101,81,101,"Resident keeps space as long as it is needed",101,0,0,0,0,101,3,0,Yes,101,101,No,N/A,,,Yes,No,No,No,1.63,1.31,0.79,80,20,6000.00,100,,2020000,0,0,400000.000,0.000,0.000,400000,,62,0,31,21,10,103,1381,-,1200,1495,1700,98,0,0,0,0,0,0,0,0,0,0,0,20,19,6,45,0,10,2,4,16,0,0,0,0,0,62,0,0,0,false,98,Family,Yes,Free,,Off,On,Off,Off,,8,No,No,No,,No,,"Free/Discounted Transit Passes, Bike Parking",VTA|54|Bus|false|false,VTA|54|Bus|false|false,9,,,37.3991506059536,-122.025128886024,"Santa Clara",Sunnyvale,
163,08/13/2013,"Rincon de Los Esteros Apartments","1780 Oakland Road","San Jose",CA,95131,"Regional Center","First Community Housing","The John Stewart Company",http://www.losesteros.org,,231568,4100,227468,No,,449,371,449,,349,0,100,0,0,449,0,0,Yes,246,361,No,,,,Yes,No,No,No,1.83,1.51,0.66,83,78,23400.00,55,,6980000,0,8000000,1212600.000,0.000,1389600.000,2602200,,246,0,12,150,84,564,1423,-,1232,1380,1528,100,0,0,0,0,0,0,7,11,4,22,0,5,72,27,104,0,0,68,52,120,0,0,0,0,0,0,0,0,0,false,100,,Yes,Free,"1st one free per active resident. 1st time lost - $25.00 check or money order made to VTA. If stolen - $5.00 check or money order made to VTA along with police report with case number. 2nd time lost or stolen - $50 check or money order made out to VTA. Property pays for the passes.",Off,On,Off,Off,,10,No,No,No,,No,,"Free/Discounted Transit Passes, Bike Parking",VTA|66|Bus|false|false,VTA|66|Bus|false|false,8,,,37.3872194079033,-121.897533248301,"Santa Clara","San Jose","San Jose: North San Jose"
201,04/02/2014,"Vendome Apartments","750 Miller Street","San Jose",CA,95110,"City Center","Barry Swenson Builder","Barry Swenson Builders MCM Diversified",http://www.barryswensonbuilder.com,2006,75000,0,75000,No,,109,86,109,"First come first served",109,0,0,0,0,109,0,0,"Yes, All",98,98,No,,,,Yes,Yes,Yes,No,1.47,1.16,0.70,79,23,6900.00,90,,2180000,0,0,460000.000,0.000,0.000,460000,,74,6,20,47,1,123,2247,1550,1750,2500,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,97,,Yes,Discounted,"$50 off",VTA,,Off,Off,,10,No,No,No,,No,,"Free/Discounted Transit Passes, Bike Parking","VTA|12|Bus|false|false||VTA|181|Bus|true|false||VTA|61|Bus|false|false||VTA|62|Bus|false|false||VTA|66|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false||VTA|902|Tram, Streetcar, Light rail|false|false","VTA|12|Bus|false|false||VTA|181|Bus|true|false||VTA|61|Bus|false|false||VTA|62|Bus|false|false||VTA|66|Bus|false|false||VTA|901|Tram, Streetcar, Light rail|false|false||VTA|902|Tram, Streetcar, Light rail|false|false",9,,,37.3492895650606,-121.901540428214,"Santa Clara","San Jose","San Jose: Downtown ""Frame"""
202,05/02/2014,"Hismen Hin-Nu Terrace","2555 International Blvd.",Oakland,CA,94601,"Urban Neighborhood",EBALDC,EBALDC,http://ebaldc.org,1995,139820,39864,99956,Yes,"Commercial Space",83,69,83,,0,79,0,0,0,83,0,0,"Yes, All",73,73,No,,,,Yes,Yes,No,No,0.90,0.75,0.33,83,14,4200.00,88,,0,3950000,0,0.000,666500.000,0.000,666500,,92,0,16,34,42,210,980,-,692,945,1119,100,,1,0,4,,,2,3,8,,,2,4,7,,,2,17,11,,,9,9,9,,,,,0,true,99,,No,Off,,Off,,Off,Off,,0,No,No,No,,No,,"Bike Parking","AC Transit|14|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|20|Bus|false|false||AC Transit|21|Bus|false|false||AC Transit|339|Bus|false|false||AC Transit|39|Bus|false|false||AC Transit|40|Bus|false|false||AC Transit|62|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|840|Bus|false|false||AC Transit|OX|Bus|false|false","AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|40|Bus|false|false||AC Transit|62|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|840|Bus|false|false",9,,,37.7814820093649,-122.233464434695,Alameda,Oakland,"Oakland: Fruitvale and Dimond Areas"
203,06/10/2014,"Seven Directions Apartments","2946 International Blvd.",Oakland,CA,94607,"Urban Neighborhood",EBALDC,EBALDC,http://ebaldc.org,2008,81175,27327,53848,Yes,"Health Clinic",40,32,40,"First come first served, with proper paper work required",0,40,0,0,0,31,0,9,"Yes, All",31,31,No,,,,Yes,No,No,No,1.11,0.89,0.40,80,8,2400.00,78,,0,2000000,0,0.000,400000.000,0.000,400000,,36,2,2,17,14,80,528,471,540,445,674,97,,,,,,,,,,,,,1,1,2,,,1,5,6,2,2,15,8,27,35,,,0,true,100,Family,No,Off,,Off,,Off,Off,,12,No,No,No,,No,,"Bike Parking","AC Transit|14|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|20|Bus|false|false||AC Transit|21|Bus|false|false||AC Transit|339|Bus|false|false||AC Transit|39|Bus|false|false||AC Transit|40|Bus|false|false||AC Transit|47|Bus|false|false||AC Transit|51A|Bus|false|false||AC Transit|54|Bus|false|false||AC Transit|54|Bus|false|true||AC Transit|62|Bus|false|false||AC Transit|648|Bus|false|false||AC Transit|654|Bus|false|false||AC Transit|655|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|840|Bus|false|false||AC Transit|851|Bus|false|false||AC Transit|O|Bus|false|false||Bay Area Rapid Transit|Dublin/Pleasanton - Daly City|Subway, Metro|false|false||Bay Area Rapid Transit|Fremont - Daly City|Subway, Metro|false|false||Bay Area Rapid Transit|Fremont - Richmond|Subway, Metro|false|false","AC Transit|1|Bus|false|false||AC Transit|20|Bus|false|false||AC Transit|21|Bus|false|false||AC Transit|339|Bus|false|false||AC Transit|39|Bus|false|false||AC Transit|62|Bus|false|false||AC Transit|801|Bus|false|false",9,,,37.7792278549455,-122.228156787247,Alameda,Oakland,"Oakland: Fruitvale and Dimond Areas"
204,05/13/2014,"Lion Creek Crossings","881 69th Avenue",Oakland,CA,94621,"Transit Town Center",EBALDC,"Related Management Company",http://ebaldc.org,2006-2011,455000,15000,440000,Yes,"Childcare, Non-profit Services",415,253,439,"one spot per unit",132,273,0,0,36,415,0,0,"Yes, All",258,161,No,,,,Yes,No,No,No,0.95,0.58,0.25,61,162,48600.00,62,,2640000,13650000,0,1030600.000,5328500.000,0.000,6359100,,439,0,72,157,210,1016,941,-,647,986,1009,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,97,,No,Off,,Off,,Off,Off,,67,No,No,No,,Yes,"easy access to Bart - can walk","Bike Parking, Transit Route Info (Schedules, Maps)","AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|356|Bus|false|false||AC Transit|45|Bus|false|false||AC Transit|46|Bus|false|false||AC Transit|646|Bus|false|false||AC Transit|657|Bus|false|false||AC Transit|73|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|805|Bus|false|false||AC Transit|98|Bus|false|false||AirBART|SHUTTLE|Bus|false|true||Capitol Corridor Joint Powers Authority|Auburn/Oakland Coliseum|Rail|false|false||Capitol Corridor Joint Powers Authority|Oakland Coliseum/San Jose|Rail|false|false||Capitol Corridor Joint Powers Authority|Sacramento/Oakland Coliseum|Rail|false|false||Capitol Corridor Joint Powers Authority|Sacramento/San jose|Rail|false|false||Capitol Corridor Joint Powers Authority|San Jose/Auburn|Rail|false|false||Capitol Corridor Joint Powers Authority|San Jose/Sacramento|Rail|false|false","AC Transit|356|Bus|false|false||AC Transit|45|Bus|false|false||AC Transit|46|Bus|false|false||AC Transit|646|Bus|false|false||AC Transit|657|Bus|false|false||AC Transit|73|Bus|false|false||AC Transit|805|Bus|false|false||AC Transit|98|Bus|false|false||AirBART|SHUTTLE|Bus|false|true",9,,,37.7572270650624,-122.19800745482,Alameda,Oakland,"Oakland: Coliseum BART Station Area"
205,04/29/2014,"Drasnin Manor","2530 International Blvd.",Oakland,CA,94601,"Urban Neighborhood",EBALDC,EBALDC,http://ebaldc.org,1993,34556,7877,26679,Yes,"Commercial Space on 1st Floor",28,27,28,,28,0,0,0,0,28,0,0,Some,26,0,No,,,,Yes,No,No,No,1.12,1.08,0.44,96,1,300.00,93,,560000,0,0,20000.000,0.000,0.000,20000,,25,0,3,8,14,61,331,-,166,293,388,100,,,,,,,,,,,,,,,,,1,1,5,7,,2,7,9,18,25,,,0,true,100,Family,No,Off,,Off,,Off,Off,,5,Off,No,No,,No,,"Bike Parking","AC Transit|14|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|20|Bus|false|false||AC Transit|21|Bus|false|false||AC Transit|339|Bus|false|false||AC Transit|39|Bus|false|false||AC Transit|40|Bus|false|false||AC Transit|62|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|840|Bus|false|false||AC Transit|OX|Bus|false|false","AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|40|Bus|false|false||AC Transit|62|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|840|Bus|false|false",9,,,37.7819171107914,-122.232762096067,Alameda,Oakland,"Oakland: Fruitvale and Dimond Areas"
206,05/13/2014,"Fox Courts","550 18th Street",Oakland,CA,94612,"Regional Center","Resources for Community Development","The John Stewart Company",http://www.rcdhousing.org,2009,145026,46054,98972,Yes,"2 commercial spaces on-site",64,59,75,,0,0,75,0,0,64,11,0,Some,63,63,No,,,,Yes,Yes,Yes,"Don't know",0.80,0.74,0.34,92,5,1500.00,98,,0,0,6000000,0.000,0.000,468800.000,468800,,80,18,9,13,40,173,1121,540,755,1010,1500,99,,,,,,,,,,,,3,6,18,27,15,4,5,22,46,3,2,1,,6,40,,6,0,true,99,"Diverse Abilities, Family",No,Off,,Off,,Off,Off,,26,Off,No,Off,,Yes,"Green resident manual includes transit information","Bike Parking, Transit Route Info (Schedules, Maps)","AC Transit|11|Bus|false|false||AC Transit|12|Bus|false|false||AC Transit|14|Bus|false|false||AC Transit|18|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|20|Bus|false|false||AC Transit|26|Bus|false|false||AC Transit|314|Bus|false|false||AC Transit|31|Bus|false|false||AC Transit|40|Bus|false|false||AC Transit|40|Bus|false|true||AC Transit|51A|Bus|false|false||AC Transit|58L|Bus|true|false||AC Transit|611|Bus|false|false||AC Transit|618|Bus|false|false||AC Transit|634|Bus|false|false||AC Transit|651|Bus|false|false||AC Transit|72|Bus|false|false||AC Transit|72M|Bus|false|false||AC Transit|72R|Bus|true|false||AC Transit|800|Bus|false|false||AC Transit|801|Bus|false|false||AC Transit|802|Bus|false|false||AC Transit|805|Bus|false|false||AC Transit|840|Bus|false|false||AC Transit|851|Bus|false|false||AC Transit|88|Bus|false|false||AC Transit|BSD|Bus|false|false||AC Transit|BSN|Bus|false|false||AC Transit|NL|Bus|false|false||Bay Area Rapid Transit|Fremont - Richmond|Subway, Metro|false|false||Bay Area Rapid Transit|Pittsburg/Bay Point - SFIA/Millbrae|Subway, Metro|false|false||Bay Area Rapid Transit|Richmond - Daly City/Millbrae|Subway, Metro|false|false","AC Transit|11|Bus|false|false||AC Transit|12|Bus|false|false||AC Transit|18|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1R|Bus|true|false||AC Transit|26|Bus|false|false||AC Transit|51A|Bus|false|false||AC Transit|58L|Bus|true|false||AC Transit|611|Bus|false|false||AC Transit|634|Bus|false|false||AC Transit|651|Bus|false|false||AC Transit|72|Bus|false|false||AC Transit|72M|Bus|false|false||AC Transit|72R|Bus|true|false||AC Transit|800|Bus|false|false||AC Transit|802|Bus|false|false||AC Transit|805|Bus|false|false||AC Transit|851|Bus|false|false||AC Transit|BSD|Bus|false|false||AC Transit|BSN|Bus|false|false||AC Transit|NL|Bus|false|false||Bay Area Rapid Transit|Fremont - Richmond|Subway, Metro|false|false||Bay Area Rapid Transit|Pittsburg/Bay Point - SFIA/Millbrae|Subway, Metro|false|false||Bay Area Rapid Transit|Richmond - Daly City/Millbrae|Subway, Metro|false|false",10,"16th St & Jefferson St|19th St & San Pablo Ave|20th St & Telegraph Ave","14th & Clay|Clay St (Oakland Fleet)",37.8082143439572,-122.271364628993,Alameda,Oakland,"Oakland: Downtown & Jack London Square"
207,05/21/2014,"Oxford Plaza","2175 Kittredge Street",Berkeley,CA,94704,"City Center","Resources for Community Development","The John Stewart Company",http://www.rcdhousing.org,2008,109000,8500,100500,Yes,"Retail, Office",40,29,40,"First come first served",0,40,0,0,38,40,0,0,"Yes, All",40,0,Yes,40,,85,Yes,Yes,Yes,Yes,0.41,0.30,0.16,73,11,3300.00,100,100,0,2000000,0,0.000,550000.000,0.000,550000,1020,97,24,21,23,29,178,1135,929,972,1164,1400,100,,,,,,,,,,,7,6,6,10,,7,8,9,9,,10,7,7,10,,,,,0,true,98,,No,Off,,Off,,"Car share discounted",Off,1,54,No,No,No,,Yes,"Green resident manual includes transit information","Free/Discounted Car Sharing Membership, Carshare Onsite, Unbundled Parking, Bike Parking, Carshare Pod/Car within 1/4 mile, Transit Route Info (Schedules, Maps)","AC Transit|12|Bus|false|false||AC Transit|18|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1|Bus|false|true||AC Transit|1R|Bus|true|false||AC Transit|25|Bus|false|false||AC Transit|49|Bus|false|false||AC Transit|51B|Bus|false|false||AC Transit|52|Bus|false|false||AC Transit|604|Bus|false|false||AC Transit|605|Bus|false|false||AC Transit|65|Bus|false|false||AC Transit|67|Bus|false|false||AC Transit|7|Bus|false|false||AC Transit|800|Bus|false|false||AC Transit|851|Bus|false|false||AC Transit|88|Bus|false|false||AC Transit|F|Bus|false|false||AC Transit|FS|Bus|false|false||Bay Area Rapid Transit|Fremont - Richmond|Subway, Metro|false|false||Bay Area Rapid Transit|Richmond - Daly City/Millbrae|Subway, Metro|false|false","AC Transit|12|Bus|false|false||AC Transit|18|Bus|false|false||AC Transit|1|Bus|false|false||AC Transit|1|Bus|false|true||AC Transit|1R|Bus|true|false||AC Transit|25|Bus|false|false||AC Transit|49|Bus|false|false||AC Transit|51B|Bus|false|false||AC Transit|52|Bus|false|false||AC Transit|604|Bus|false|false||AC Transit|605|Bus|false|false||AC Transit|65|Bus|false|false||AC Transit|67|Bus|false|false||AC Transit|7|Bus|false|false||AC Transit|800|Bus|false|false||AC Transit|851|Bus|false|false||AC Transit|88|Bus|false|false||AC Transit|F|Bus|false|false||Bay Area Rapid Transit|Fremont - Richmond|Subway, Metro|false|false||Bay Area Rapid Transit|Richmond - Daly City/Millbrae|Subway, Metro|false|false",9,"Allston Way & Harold Way|Durant Ave & Fulton|Oxford Ln btwn Center St & Allston|Shattuck Ave & Addison St","Addison & Oxford|Allston & Shattuck|Bancroft & Fulton|Center & Shattuck|Kittredge & Fulton|Kittredge & Milvia|Milvia & Center|Oxford & Allston|Parker & Hillegas",37.8689922815676,-122.266494698955,Alameda,Berkeley,"Berkeley: Downtown"
