X,Y,OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_OWNER,DEA_FACILITY_NAME,DEA_BUSINESS_CONTACT,DEA_BUSINESS_PHONE,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,SIGNID
-122.295616477005,47.5755280230941,13290,645765,,DIAMOND PARKING  A942,JONATHAN DIAMOND,2062846303           ,"3100 RAINIER AVE S, SEATTLE, WA 98144",19,DIAMOND PARKING  A942,,,,,,,,,,,,,,,N,,,
-122.38789169056,47.5613665928826,13291,581998,,DIAMOND PARKING   A281,JONATHAN DIAMOND,2069929475           ,"4314 SW ALASKA ST, SEATTLE, WA 98116",30,DIAMOND PARKING   A281,,,,,,,,,,,,,,,N,,,
-122.386455905884,47.5631160292341,13292,719613,,DIAMOND PARKING  A656,JONATHAN DIAMOND,2062843100           ,"4452 CALIFORNIA AVE SW, SEATTLE, WA 98116",15,DIAMOND PARKING  A656,,,,,,,,,,,,,,,N,,,
-122.386378304076,47.565078711695,13293,596089,,DIAMOND PARKING  A627,JONATHAN DIAMOND,2062843100           ,"4150 CALIFORNIA AVE SW, SEATTLE, WA 98116",48,DIAMOND PARKING  A627,,,,,,,,,,,,,,,N,,,
-122.276511461362,47.5659237527802,13294,523313,,WILLIS & SONS,VORN WILLIS,2067227236           ,"4114 45TH AVE S, SEATTLE, WA 98118",100,WILLIS & SONS,,,,,,,,,,,,,,,N,,,
-122.276511461362,47.5659237527802,13295,523313,,WILLIS & SONS,VORN WILLIS,2067227236           ,"4114 45TH AVE S, SEATTLE, WA 98118",100,WILLIS & SONS,,,,,,,,,,,,,,,N,,,
-122.387133537919,47.5609664426511,13296,571455,,DIAMOND PARKING  A831,JONATHAN DIAMOND,2062843100           ,"4701 CALIFORNIA AVE SW, SEATTLE, WA 98116",18,DIAMOND PARKING  A831,,,,,,,,,,,,,,,N,,,
-122.384793963163,47.5608074273406,13297,584046,,DIAMOND PARKING  A941,JONATHAN DIAMOND,2062846303           ,"4704 42ND AVE SW, SEATTLE, WA 98116",213,DIAMOND PARKING  A941,,,,,,,,,,,,,,,N,,,
-122.385785645747,47.5594791088304,13298,583157,,DIAMOND PARKING  A932,JONATHAN DIAMOND,2062846303           ,"4200 SW EDMUNDS ST, SEATTLE, WA 98116",36,DIAMOND PARKING  A932,,,,,,,,,,,,,,,N,,,
-122.284794364872,47.5567683939519,13299,652236,,DIAMOND PARKING  A363,JONATHAN DIAMOND,2063843100           ,"5001 RAINIER AVE S, SEATTLE, WA 98118",14,DIAMOND PARKING  A363,,,,,,,,,,,,,,,N,,,
-122.330299033162,47.5448754868708,13300,672193,,DIAMOND PARKING  A425,JONATHAN DIAMOND,2062843100           ,"303 S MICHIGAN ST, SEATTLE, WA 98108",35,DIAMOND PARKING  A425,,,,,,,,,,,,,,,N,,,
-122.283077367473,47.5374740404282,13301,595312,,DIAMOND PARKING  A985,JONATHAN DIAMOND,2062843100           ,"3900 S OTHELLO ST, SEATTLE, WA 98118",31,DIAMOND PARKING  A985,,,,,,,,,,,,,,,N,,,
-122.31475021307,47.5234134081022,13302,655420,,AMAZON.COM SHUTTLE LOT 81123 NO PS,BILL BEATTIE,2066247040           ,"8914 14TH AVE S, SEATTLE, WA 98108-4814",0,AMAZON.COM SHUTTLE LOT 81123 NO PS,,,,,,,,,,,,,,,N,,,
-122.30487904679,47.6637724751305,13303,660329,,REPUBLIC PARKING 46 IVY RIDGE APTS,GARY BECK,2067834144           ,"4730 21ST AVE NE, SEATTLE, WA 98105",11,REPUBLIC PARKING 46 IVY RIDGE APTS,,,,,,,,,,,,,,,N,,,
-122.312807555129,47.6501469031766,13304,76124,,REPUBLIC PARKING  203,GARY BECK,2067834144           ,"1401 NE BOAT ST, SEATTLE, WA 98105",310,REPUBLIC PARKING  203,,,,,,,,,,,,,,,N,,,
-122.311820172308,47.6190061734579,13305,684528,,ACE PARKING  3270 GROUP HEALTH CAPITOL HILL,KEITH JONES,6192336624           ,"125 16TH AVE E, SEATTLE, WA 98112",880,ACE PARKING  3270 GROUP HEALTH CAPITOL HILL,,,,,,,,,,,,,,,N,,,
-122.335603341953,47.6238338845895,13306,637745,,AMAZON PHASE 2 82171,BILL BEATTIE,2063818552           ,"500 BOREN AVE N, SEATTLE, WA 98109-5501",259,AMAZON PHASE 2 82171,,,,,,,,,,,,,,,N,,,
-122.311623464893,47.6236417934546,13307,628636,,REPUBLIC PARKING 30 559 SWEDISH CHERRY HILL,GARY BECK,2067834144           ,"511 16TH AVE E, SEATTLE, WA 98112",726,REPUBLIC PARKING 30 559 SWEDISH CHERRY HILL,,,,,,,,,,,,,,,N,,,
-122.327295488679,47.6010734506974,13308,4592,,U PARK 88,KEN JR PHILLIPS,2062849797           ,"120 5TH AVE S, SEATTLE, WA 98104",70,U PARK 88,,,,,,,,,,,,,,,N,,,
-122.332252036601,47.6041087781979,13309,687301,,REPUBLIC PARKING 30 79,GARY BECK,2067834144           ,"720 3RD AVE, SEATTLE, WA 98104",216,REPUBLIC PARKING 30 79,,,,,,,,,,,,,,,N,,,
-122.331935300857,47.6037588145473,13310,654844,,ARCTIC CLUB VALET SVC ONLY NO PS LIC REQUIRED,KEITH JONES,6192336624           ,"700 3RD AVE, SEATTLE, WA 98104",0,ARCTIC CLUB VALET SVC ONLY NO PS LIC REQUIRED,,,,,,,,,,,,,,,N,,,
-122.33149215429,47.6040052273893,13311,583926,,UNITED PARKING 4560 4561,JONATHAN DIAMOND,2062846303           ,"701 4TH AVE, SEATTLE, WA 98104",105,UNITED PARKING 4560 4561,,,,,,,,,,,,,,,N,,,
-122.322815681343,47.6081893158495,13312,711435,,MILE HI VALET SERVICE INC,MARK NORWICZ,4102676111           ,"1115 COLUMBIA ST, SEATTLE, WA 98104-2009",0,MILE HI VALET SERVICE INC,,,,,,,,,,,,,,,N,,,
-122.321103485213,47.6077827028348,13313,711576,,SOI GARAGE  1393,MARK NORWICZ,4102676111           ,"601 BROADWAY, SEATTLE, WA 98122-5330",864,SOI GARAGE  1393,,,,,,,,,,,,,,,N,,,
-122.322528442682,47.6069772413804,13314,711578,,MINOR AVE GARAGE   1394,MARK NORWICZ,4102676111           ,"601 MINOR, SEATTLE, WA 98104",2070,MINOR AVE GARAGE   1394,,,,,,,,,,,,,,,N,,,
-122.321566015247,47.6066253969223,13315,704189,,IMPARK  132,EDWARD DANYLUK,2063811789           ,"515 MINOR AVE, SEATTLE, WA 98101",297,IMPARK  132,,,,,,,,,,,,,,,N,,,
-122.320569226046,47.6063888920416,13316,595349,,DIAMOND  A161,JONATHAN DIAMOND,2062843100           ,"500 BROADWAY, SEATTLE, WA 98122",13,DIAMOND  A161,,,,,,,,,,,,,,,N,,,
-122.319005236227,47.6060245396934,13317,645758,,DIAMOND PARKING  A336,JONATHAN DIAMOND,2062846303           ,"1005 E JEFFERSON ST, SEATTLE, WA 98122",20,DIAMOND PARKING  A336,,,,,,,,,,,,,,,N,,,
-122.32045582617,47.6057088830045,13318,725606,,DIAMOND PARKING SERVICES A662,JONATHAN DIAMOND,2062843100           ,"412 BROADWAY, SEATTLE, WA 98122",4,DIAMOND PARKING SERVICES A662,,,,,,,,,,,,,,,N,,,
-122.319736576567,47.6045621464531,13319,682462,,DIAMOND PARKING  A459,JONATHAN DIAMOND,2062843100           ,"303 10TH AVE, SEATTLE, WA 98122",15,DIAMOND PARKING  A459,,,,,,,,,,,,,,,N,,,
-122.315630301388,47.6033293182779,13320,625120,,DIAMOND PARKING  A619,JONATHAN DIAMOND,2062843100           ,"1225 E SPRUCE ST, SEATTLE, WA 98122",28,DIAMOND PARKING  A619,,,,,,,,,,,,,,,N,,,
-122.316361385297,47.6085694431035,13321,593914,,DIAMOND  A846 A,JONATHAN DIAMOND,2062843100           ,"728 12TH AVE, SEATTLE, WA 98112",19,DIAMOND  A846 A,,,,,,,,,,,,,,,N,,,
-122.309656417664,47.6070547773372,13322,711579,,CHERRY HILL PLAZA GARAGE 1396,MARK NORWICZ,4102676111           ,"500 17TH AVE, SEATTLE, WA 98122-5711",90,CHERRY HILL PLAZA GARAGE 1396,,,,,,,,,,,,,,,N,,,
-122.334336337044,47.6031091380531,13323,742851,,LOT #178,EDWARD DANYLUK,2063811789           ,"714 1ST AVE, SEATTLE, WA 98104",220,LOT #178,,,,,,,,,,,,,,,N,,,
-122.336589861142,47.6029785501816,13324,583924,,UNITED PARKING  4552,JONATHAN DIAMOND,2062843100           ,"811 WESTERN AVE, SEATTLE, WA 98104",139,UNITED PARKING  4552,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13325,577714,,UNITED PARKING SERVICES LLC,JONATHAN DIAMOND,2069929942           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,UNITED PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13326,1571,,DIAMOND PARKING,BOB TURLEY,2062846303           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13327,571386,,DIAMOND PARKING SERVICES LLC,JONATHAN DIAMOND,2069929475           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13328,577714,,UNITED PARKING SERVICES LLC,JONATHAN DIAMOND,2062843100           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,UNITED PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13329,571386,,DIAMOND PARKING SERVICES LLC,JONATHAN DIAMOND,2062843100           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13330,36277,,UNITED PARKING INC,JONATHAN DIAMOND,2062843100           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,UNITED PARKING INC,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13331,36277,,UNITED PARKING INC,JONATHAN DIAMOND,2064367231           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,UNITED PARKING INC,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13332,1571,,DIAMOND PARKING,BOB TURLEY,2066846303           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13333,571386,,DIAMOND PARKING SERVICES LLC,JONATHAN DIAMOND,2064367266           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13334,571386,,DIAMOND PARKING SERVICES LLC,JONATHAN DIAMOND,2062846303           ,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
-122.334368361846,47.601965374065,13335,593906,,DIAMOND A035,JONATHAN DIAMOND,2062843100           ,"615 1ST AVE, SEATTLE, WA 98104",34,DIAMOND A035,,,,,,,,,,,,,,,N,,,
-122.334673712008,47.5976659442473,13336,688895,,IPM 505 FIRST AVE,JOAN SUNDBERG,2062540811           ,"505 1ST AVE S, SEATTLE, WA 98104-2803",440,IPM 505 FIRST AVE,,,,,,,,,,,,,,,N,,,
-122.33655861781,47.6028418388208,13337,684468,,UNITED PARKING  4578,JONATHAN DIAMOND,2062843100           ,"801 WESTERN AVE, SEATTLE, WA 98104",47,UNITED PARKING  4578,,,,,,,,,,,,,,,N,,,
-122.327408891114,47.6003962172421,13338,17646,,INTL DISTRICT MERCHANTS PARKING ASSN,MICHAEL OLSON,2066243426           ,"214 5TH AVE S, SEATTLE, WA 98104",36,INTL DISTRICT MERCHANTS PARKING ASSN,,,,,,,,,,,,,,,N,,,
-122.326755406181,47.5989716299424,13339,695092,,BOA S JACKSON ST,ALAN LAZOWSKI,8605227641           ,"525 S JACKSON ST, SEATTLE, WA 98104-2828",31,BOA S JACKSON ST,,,,,,,,,,,,,,,N,,,
-122.326051105683,47.5989785977549,13340,17648,,INTL DIST MERCHANTS  02,MICHAEL OLSON,2066243426           ,"601 S JACKSON ST, SEATTLE, WA 98104",23,INTL DIST MERCHANTS  02,,,,,,,,,,,,,,,N,,,
-122.324156098419,47.598983375342,13341,705815,,LOT 57,JOAN SUNDBERG,2062540811           ,"677 S JACKSON ST, SEATTLE, WA 98104-2928",36,LOT 57,,,,,,,,,,,,,,,N,,,
-122.3268740716,47.5969843713814,13342,543207,,IPM  UV,JOAN SUNDBERG,2069327809           ,"600 5TH AVE S, SEATTLE, WA 98104",365,IPM  UV,,,,,,,,,,,,,,,N,,,
-122.326009495187,47.5970130869198,13343,17659,,INTL DIST MERCHANTS  27,MICHAEL OLSON,2066243426           ,"616 6TH AVE S, SEATTLE, WA 98104",30,INTL DIST MERCHANTS  27,,,,,,,,,,,,,,,N,,,
-122.324736905973,47.596971389556,13344,653864,,DIAMOND PARKING  A218,JONATHAN DIAMOND,2062813100           ,"614 MAYNARD AVE S, SEATTLE, WA 98104",36,DIAMOND PARKING  A218,,,,,,,,,,,,,,,N,,,
-122.329021359807,47.6023930869239,13345,690380,,DIAMOND PARKING  A474,JONATHAN DIAMOND,2062843100           ,"414 4TH AVE, SEATTLE, WA 98104",28,DIAMOND PARKING  A474,,,,,,,,,,,,,,,N,,,
-122.328766267159,47.6021140862607,13346,594731,,UNITED PARKING  4507,JONATHAN DIAMOND,2062846303           ,"400 4TH AVE, SEATTLE, WA 98104",41,UNITED PARKING  4507,,,,,,,,,,,,,,,N,,,
-122.328766267159,47.6021140862607,13347,593923,,DIAMOND   A260,JONATHAN DIAMOND,2062843100           ,"400 4TH AVE, SEATTLE, WA 98104",68,DIAMOND   A260,,,,,,,,,,,,,,,N,,,
-122.326601210152,47.6013812869492,13348,17658,,INTL DIST MERCHANTS  25,MICHAEL OLSON,2066243426           ,"537 YESLER WAY, SEATTLE, WA 98104",30,INTL DIST MERCHANTS  25,,,,,,,,,,,,,,,N,,,
-122.332480333114,47.6012286968168,13349,667143,,DIAMOND PARKING  A402,JONATHAN DIAMOND,2062843100           ,"112 OCCIDENTAL AVE S, SEATTLE, WA 98104",56,DIAMOND PARKING  A402,,,,,,,,,,,,,,,N,,,
-122.328587221602,47.6005480567787,13350,4558,,U PARK 53,KEN JR PHILLIPS,2062849797           ,"425 S WASHINGTON ST, SEATTLE, WA 98104",539,U PARK 53,,,,,,,,,,,,,,,N,,,
-122.326732293838,47.6005449953763,13351,635161,,DIAMOND PARKING  A085,JONATHAN DIAMOND,2062846303           ,"251 6TH AVE S, SEATTLE, WA 98104",24,DIAMOND PARKING  A085,,,,,,,,,,,,,,,N,,,
-122.328444228841,47.6002936386456,13352,543206,,IPM  08,JOAN SUNDBERG,2069327809           ,"412 S MAIN ST, SEATTLE, WA 98104",52,IPM  08,,,,,,,,,,,,,,,N,,,
-122.322742887318,47.5972214575926,13353,507314,,MERCHANTS PARKING ASSOC  46,MICHAEL OLSON,2066243426           ,"607 8TH AVE S, SEATTLE, WA 98104",7,MERCHANTS PARKING ASSOC  46,,,,,,,,,,,,,,,N,,,
-122.315528706889,47.6029406143689,13354,625114,,DIAMOND PARKING  A609,JONATHAN DIAMOND,2062843100           ,"1230 E FIR ST, SEATTLE, WA 98122",60,DIAMOND PARKING  A609,,,,,,,,,,,,,,,N,,,
-122.312483677166,47.6024983900739,13355,738918,,DIAMOND PARKING A696,JONATHAN DIAMOND,2062843100           ,"126 15TH AVE, SEATTLE, WA 98122",11,DIAMOND PARKING A696,,,,,,,,,,,,,,,N,,,
-122.316746844937,47.5996049605872,13356,728485,,DIAMOND PARKING SERVICES A667,JONATHAN DIAMOND,2062843100           ,"1200 S JACKSON ST, SEATTLE, WA 98144",46,DIAMOND PARKING SERVICES A667,,,,,,,,,,,,,,,N,,,
-122.321805710674,47.5969113646925,13357,730227,,DIAMOND PARKING SERVICES A675,JONATHAN DIAMOND,2062843100           ,"616 8TH AVE S, SEATTLE, WA 98104",12,DIAMOND PARKING SERVICES A675,,,,,,,,,,,,,,,N,,,
-122.322187165746,47.5903945695495,13358,635171,,DIAMOND PARKING  A232,JONATHAN DIAMOND,2062846303           ,"1410 AIRPORT WAY S, SEATTLE, WA 98134",26,DIAMOND PARKING  A232,,,,,,,,,,,,,,,N,,,
-122.393199270305,47.6688931715919,13359,737906,,REPUBLIC 30 181,GARY BECK,2067834144           ,"2804 NW MARKET ST, SEATTLE, WA 98107-4214",21,REPUBLIC 30 181,,,,,,,,,,,,,,,N,,,
-122.386338987914,47.6699954585551,13360,635360,,DIAMOND PARKING  WU21,JONATHAN DIAMOND,2062843100           ,"2237 NW 57TH ST, SEATTLE, WA 98107",45,DIAMOND PARKING  WU21,,,,,,,,,,,,,,,N,,,
-122.383254977623,47.6696247640352,13361,713288,,DIAMOND PARKING A645,JONATHAN DIAMOND,2062843100           ,"2012 NW 56TH ST, SEATTLE, WA 98107",14,DIAMOND PARKING A645,,,,,,,,,,,,,,,N,,,
-122.385124234069,47.6692877792814,13362,625128,,DIAMOND PARKING  WU14,JONATHAN DIAMOND,2062843100           ,"5511 22ND AVE NW, SEATTLE, WA 98107",24,DIAMOND PARKING  WU14,,,,,,,,,,,,,,,N,,,
-122.387157100049,47.6691839549749,13363,731132,,DIAMOND PARKING SERVICES LLC A679,JONATHAN DIAMOND,2062843100           ,"5514 24TH AVE NW, SEATTLE, WA 98107",10,DIAMOND PARKING SERVICES LLC A679,,,,,,,,,,,,,,,N,,,
-122.386267242824,47.6690793107327,13364,76131,,REPUBLIC PARKING  190,GARY BECK,2067284457           ,"2232 NW MARKET ST, SEATTLE, WA 98107",35,REPUBLIC PARKING  190,,,,,,,,,,,,,,,N,,,
-122.382756580674,47.6689544023582,13365,713287,,DIAMOND PARKING A644,JONATHAN DIAMOND,2062843100           ,"2010 NW MARKET ST, SEATTLE, WA 98107",41,DIAMOND PARKING A644,,,,,,,,,,,,,,,N,,,
-122.382500815267,47.6696497293222,13366,736646,,U PARK 10,KEN JR PHILLIPS,2064239554           ,"2004 NW 56TH ST, SEATTLE, WA 98107",11,U PARK 10,,,,,,,,,,,,,,,N,,,
-122.392067423779,47.6683107836116,13367,737907,,REPUBLIC 30 165 BALLARD NORDIC MUSEUM,GARY BECK,2067834144           ,"2655 NW MARKET ST, SEATTLE, WA 98107",78,REPUBLIC 30 165 BALLARD NORDIC MUSEUM,,,,,,,,,,,,,,,N,,,
-122.39442014909,47.6667869570537,13368,629202,,REPUBLIC PARKING 30 241 JACOBSON TERMINAL,GARY BECK,2067834144           ,"5350 30TH AVE NW, SEATTLE, WA 98107",44,REPUBLIC PARKING 30 241 JACOBSON TERMINAL,,,,,,,,,,,,,,,N,,,
-122.381267876616,47.6685010696521,13369,584054,,DIAMOND PARKING  WU04,JONATHAN DIAMOND,2062846303           ,"1819 NW MARKET ST, SEATTLE, WA 98107",7,DIAMOND PARKING  WU04,,,,,,,,,,,,,,,N,,,
-122.332625189515,47.6190221272411,13370,2000018,,CITY LIGHT LOT 41841,, ,,115,City Light Lot #41841,Self park location,Self park location,Self park location,SURFACE LOT,3,10,10,10,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
-122.335565602364,47.6240568860788,13371,2000008,,AMAZON PHASE 3 - 81876,, ,,371,AMAZON PHASE 3 #81876,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 467-1810,,,,N,Standard,,
-122.340127745175,47.6213846623964,13372,2000016,,ANALYTICAL RESOURCES 81879,, ,,30,Analytical Resources #81879,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
-122.340135310904,47.6139959886881,13373,2000017,,CINERAMA LOT 81097,, ,,77,Cinerama #81097,Self park location,Self park location,Self park location,SURFACE LOT,4.9,9.8,12.2,14.65,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
-122.387764274413,47.5625866336262,13374,2000001,,WEST SEATTLE JUNCTION ASSOCIATION,, ,,,,,,,,,,,,,,(206) 935-0904,,http://wsjunction.org/maps/,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,
-122.333064038293,47.5976433116907,13375,2000026,,STADIUM PLACE,,,,75,STADIUM PLACE,6am - 10pm / 12am Fri,8am - 12am,8am - 10pm,GARAGE,3,6,9,,,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=492,,N,STADIUM PLACE,17,G15
-122.338825411611,47.6249778199421,13376,2000007,,FOLEY - GREEN  #82018,, ,,21,Foley - Green  #82018,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
-122.387733480495,47.5608677103169,13377,2000003,,WEST SEATTLE JUNCTION ASSOCIATION,, ,,,,,,,,,,,,,,(206) 935-0904,,http://wsjunction.org/maps/,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,
-122.385811296285,47.562206420598,13378,2000002,,WEST SEATTLE JUNCTION ASSOCIATION,, ,,,,,,,,,,,,,,(206) 935-0904,,http://wsjunction.org/maps/,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,
-122.339368869538,47.623947886364,13379,2000025,,MERCER & WESTLAKE 81386,, ,,94,MERCER & WESTLAKE #81386,Self park location,Self park location,Self park location,SURFACE LOT,4.9,14.65,14.65,14.65,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
-122.338088103427,47.6240255761927,13380,2000023,,AMAZON PHASE 1B - 81866,, ,,152,AMAZON PHASE 1B #81866,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-2727 EXT 225,,,,N,Standard,,
-122.332781218008,47.611496345527,13381,2000027,,,,,"701 PIKE ST, SEATTLE WA 98101",,One Convention Place,,,,,,,,,,,,,,,N,ONE CONVENTION PLACE,25,G20
-122.38780948367,47.5594782054029,13382,2000004,,WEST SEATTLE JUNCTION ASSOCIATION,, ,,,,,,,,,,,,,,,,,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,
-122.334776049442,47.5980652271196,13383,2000022,International Parking Management Seattle,I P M #28,, ,"505 1ST AVE S, SEATTLE, WA 98104",440,Lot 28,Self park location,Self park location,Self park location,GARAGE,5,12,14,,,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=501,,N,IPM,,
-122.326743560014,47.5989758301098,13384,2000010,,BANK OF AMERICA INTL BANKING #81963,, ,"525 S JACKSON ST, SEATTLE, WA 98104",34,Bank of America Intl  Banking #81963,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
-122.342377741866,47.6124550209108,13385,2000020,REPUBLIC PARKING NW INC,211 LENORA 81957,, ,"211 LENORA, SEATTLE, WA 98121",102,211 Lenora,Self park location,Self park location,Self park location,GARAGE,,,,,,Republic Parking Northwest,,,http://www.rpnw.com/lot/seattle/30-077,,N,,,
-122.335551594682,47.613216784875,13386,2000005,,PACIFIC PLACE,, ,,1130,PACIFIC PLACE,5:00am - 2:00am,5:00am - 2:00am,5:00am - 2:00am,GARAGE,6,9,11,28,,AMPCO,(206) 652-9009,,http://www.pacificplaceseattle.com/details/parking/,,N,PACIFIC PLACE,5,G4
-122.336180478965,47.6217843880999,13387,2000015,,AMAZON PHASE 4 - 81877,, ,,784,AMAZON PHASE 4 #81877,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-2727 EXT 225,,,,N,Standard,,
-122.338826104682,47.6241840220257,13388,2000011,,MERCER & WESTLAKE #81386,, ,,94,,,,,,,,,,,,,,,,N,,,
-122.333076830993,47.6023822613035,13389,2000029,,,,,"114 JAMES ST, SEATTLE, WA   98104",435,Butler Garage,6:30am - 10:00pm,10:00am - 2:00am,Closed,GARAGE,4,11.5,,25,11,,,,,,N,BUTLER GARAGE,12,G17
-122.328677423139,47.6145020719438,13390,2000024,,OLIVETTI BUILDING 41181,, ,,30,OLIVETTI #41181,Self park location,Self park location,Self park location,GARAGE,7,10,10,10,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
-122.339397539402,47.6228719389362,13391,2000012,,9TH & REPUBLICAN 81074,, ,,104,9th & Republican #81074,Self park location,Self park location,Self park location,SURFACE LOT,4.9,14.65,14.65,14.65,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
-122.336858865572,47.6223094646525,13392,2000013,,AMAZON PHASE 1A - 81865,, ,,409,AMAZON PHASE 1A #81865,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-3405,,,,N,Standard,,
-122.355867223845,47.6926728411755,13393,731124,,DIAMOND PARKING SERVICES LLC WX42,JONATHAN DIAMOND,2062843100           ,"8701 GREENWOOD AVE N, SEATTLE, WA 98103",33,DIAMOND PARKING SERVICES LLC WX42,,,,,,,,,,,,,,,N,,,
-122.323477285429,47.6104690338355,13394,645739,,DIAMOND PARKING  A317,JONATHAN DIAMOND,2062846303           ,"1224 MADISON ST, SEATTLE, WA 98104",12,DIAMOND PARKING  A317,,,,,,,,,,,,,,,N,,,
-122.328714299035,47.6092626055526,13395,210,,VIRGINIA MASON HOSPITAL PARKING,VIRGINIA MASON HOSPITAL,2066257326           ,"1123 9TH AVE, SEATTLE, WA 98101",310,VIRGINIA MASON HOSPITAL PARKING,,,,,,,,,,,,,,,N,,,
-122.333370213362,47.6094629231664,13396,703050,,SEATTLE HILTON,ALAN LAZOWSKI,8605227641           ,"1301 6TH AVE, SEATTLE, WA 98101-2304",520,SEATTLE HILTON,,,,,,,,,,,,,,,N,,,
-122.333447130474,47.6075977363649,13397,639443,,ACE PARKING  3280 OLYMPIC GARAGE,KEITH JONES,2066524533           ,"415 SENECA ST, SEATTLE, WA 98101",624,ACE PARKING  3280 OLYMPIC GARAGE,,,,,,,,,,,,,,,N,,,
-122.333229009659,47.6071300333914,13398,719282,,ACE PARKING  3290 W SEATTLE,KEITH JONES,6192336624           ,"1112 4TH AVE, SEATTLE, WA 98101",80,ACE PARKING  3290 W SEATTLE,,,,,,,,,,,,,,,N,,,
-122.332968269267,47.6064852811102,13399,726754,,ABM PARKING 6236,,2062670446           ,"1000 4TH AVE, SEATTLE, WA 98104",150,ABM PARKING 6236,,,,,,,,,,,,,,,N,,,
-122.327050221905,47.6050165357684,13400,733347,,IMPARK 140,EDWARD DANYLUK,2063811789           ,"600 7TH AVE, SEATTLE, WA 98104",40,IMPARK 140,,,,,,,,,,,,,,,N,,,
-122.333367688927,47.6045913659403,13401,573913,,CASCADE PARKING,TSEGAI HABTEMICHAEL,2067487595           ,"823 3RD AVE, SEATTLE, WA 98104",37,CASCADE PARKING,,,,,,,,,,,,,,,N,,,
-122.33186517408,47.6044316926147,13402,583925,,UNITED PARKING 4558 4559,JONATHAN DIAMOND,2062846303           ,"723 4TH AVE, SEATTLE, WA 98104",240,UNITED PARKING 4558 4559,,,,,,,,,,,,,,,N,,,
-122.333279043118,47.6036616871519,13403,640396,,CAPLANS RAINBOW PARKING INC,DENNIS CAPLAN,2066822991           ,"214 COLUMBIA ST, SEATTLE, WA 98104-1508",80,CAPLANS RAINBOW PARKING INC,,,,,,,,,,,,,,,N,,,
