X,Y,OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_OWNER,DEA_FACILITY_NAME,DEA_BUSINESS_CONTACT,DEA_BUSINESS_PHONE,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,SIGNID
-122.319490503414,47.6784166626625,13172,673071,,DIAMOND PARKING  WU11,JONATHAN DIAMOND,2062843100           ,"6801 ROOSEVELT WAY NE, SEATTLE, WA 98115",155,DIAMOND PARKING  WU11,,,,,,,,,,,,,,,N,,,
-122.333683700909,47.5933026245974,13173,125205,,DOME PARKING,MARVIN APPLE,4253491700           ,"1030 1ST AVE S, SEATTLE, WA 98134",120,DOME PARKING,,,,,,,,,,,,,,,N,,,
-122.382598284946,47.6662893081908,13174,701367,,BALLARD PARKING,JAMES RIGGLE,2067895010           ,"5216 BALLARD AVE NW, SEATTLE, WA 98107",66,BALLARD PARKING,,,,,,,,,,,,,,,N,,,
-122.321352937575,47.6167676342092,13175,635154,,DIAMOND PARKING  A025,JONATHAN DIAMOND,2062846303           ,"1701 BROADWAY, SEATTLE, WA 98122",36,DIAMOND PARKING  A025,,,,,,,,,,,,,,,N,,,
-122.318050428376,47.6591700093788,13176,4548,,U PARK 43,KEN JR PHILLIPS,2062849797           ,"4259 ROOSEVELT WAY NE, SEATTLE, WA 98015",15,U PARK 43,,,,,,,,,,,,,,,N,,,
-122.333683992845,47.5808497310787,13177,667144,,DIAMOND PARKING  420,JONATHAN DIAMOND,2062843100           ,"2430 1ST AVE S, SEATTLE, WA 98134",36,DIAMOND PARKING  420,,,,,,,,,,,,,,,N,,,
-122.335439011047,47.6076874921869,13178,672586,,IMPARK 114,EDWARD DANYLUK,2063811789           ,"1218 3RD AVE, SEATTLE, WA 98101",53,IMPARK 114,,,,,,,,,,,,,,,N,,,
-122.348542560574,47.6142151195445,13179,581999,,DIAMOND PARKING  A921,JONATHAN DIAMOND,2062843100           ,"2407 1ST AVE, SEATTLE, WA 98121",63,DIAMOND PARKING  A921,,,,,,,,,,,,,,,N,,,
-122.313338663566,47.6144520739283,13180,728486,,DIAMOND PARKING SERVICES A669 A670,JONATHAN DIAMOND,2062843100           ,"1420 E MADISON ST, SEATTLE, WA 98122",40,DIAMOND PARKING SERVICES A669 A670,,,,,,,,,,,,,,,N,,,
-122.332834003283,47.6138990876241,13181,692663,,WORLDMARK AT THE CAMLIN,ANTHONY GIARRATANA,6155642858           ,"1619 9TH AVE, SEATTLE, WA 98101-1824",40,WORLDMARK AT THE CAMLIN,,,,,,,,,,,,,,,N,,,
-122.313824812768,47.6149701140275,13182,583622,,DIAMOND PARKING  A936,JONATHAN DIAMOND,2069929436           ,"1522 14TH AVE, SEATTLE, WA 98122",57,DIAMOND PARKING  A936,,,,,,,,,,,,,,,N,,,
-122.357085809194,47.6242217347659,13183,713343,,DIAMOND PARKING A642,JONATHAN DIAMOND,2062843100           ,"11 W MERCER ST, SEATTLE, WA 98119",15,DIAMOND PARKING A642,,,,,,,,,,,,,,,N,,,
-122.356375736524,47.6234327952902,13184,661551,,DIAMOND PARKING  A396,JONATHAN DIAMOND,2062843100           ,"500 QUEEN ANNE AVE N, SEATTLE, WA 98109",13,DIAMOND PARKING  A396,,,,,,,,,,,,,,,N,,,
-122.337552214868,47.6240191103157,13185,642662,,AMAZON GARAGE 82170,BILL BEATTIE,2066247040           ,"535 TERRY AVE N, SEATTLE, WA 98109-4361",152,AMAZON GARAGE 82170,,,,,,,,,,,,,,,N,,,
-122.327150046464,47.6150739450482,13186,734647,,REPUBLIC PARKING 30 125,GARY BECK,2067834144           ,"1535 BELLEVUE WAY, SEATTLE, WA 98122",35,REPUBLIC PARKING 30 125,,,,,,,,,,,,,,,N,,,
-122.322587634038,47.6107413554414,13187,596046,,FIRST HILL PLAZA GARAGE 41134,BILL BEATTIE,2063818552           ,"1300 MADISON ST, SEATTLE, WA 98104-1315",72,FIRST HILL PLAZA GARAGE 41134,,,,,,,,,,,,,,,N,,,
-122.323524395987,47.6097181063796,13188,4610,,U PARK 106,KEN JR PHILLIPS,2066245353           ,"1201 MADISON ST, SEATTLE, WA 98104",35,U PARK 106,,,,,,,,,,,,,,,N,,,
-122.324252754961,47.6092058782928,13189,670307,, MARION & MINOR GARAGE,ANTHONY GIARRATANA,6152382250           ,"1101 MADISON ST, SEATTLE, WA 98104-1306",1025, MARION & MINOR GARAGE,,,,,,,,,,,,,,,N,,,
-122.329880718782,47.6050073740255,13190,614872,,IMPARK  65,EDWARD DANYLUK,2063811789           ,"700 5TH AVE, SEATTLE, WA 98104",589,IMPARK  65,,,,,,,,,,,,,,,N,,,
-122.321811417703,47.6205319769851,13191,593917,,DIAMOND  PARKING  A496,JONATHAN DIAMOND,2062843100           ,"218 HARVARD AVE E, SEATTLE, WA 98102",22,DIAMOND  PARKING  A496,,,,,,,,,,,,,,,N,,,
-122.33418108564,47.6136101265421,13192,729935,,81762 HYATT OLIVE 8,BILL BEATTIE,2063818552           ,"1635 8TH AVE, SEATTLE, WA 98101",100,81762 HYATT OLIVE 8,,,,,,,,,,,,,,,N,,,
-122.337171640146,47.6119241513741,13193,656512,,REPUBLIC PARKING 590 WESTLAKE CENTER,GARY BECK,2067834144           ,"1601 5TH AVE, SEATTLE, WA 98101",256,REPUBLIC PARKING 590 WESTLAKE CENTER,,,,,,,,,,,,,,,N,,,
-122.330398530138,47.6298465806225,13194,638926,,DIAMOND PARKING  A048,JONATHAN DIAMOND,2062843100           ,"1111 FAIRVIEW AVE N, SEATTLE, WA 98109",66,DIAMOND PARKING  A048,,,,,,,,,,,,,,,N,,,
-122.385129342562,47.6697434611367,13195,716441,,BALLARD COMMONS,ANTHONY GIARRATANA,6155642858           ,"5601 22ND AVE NW, SEATTLE, WA 98107-3119",0,BALLARD COMMONS,,,,,,,,,,,,,,,N,,,
-122.319204249122,47.6609682792252,13196,665262,,DIAMOND PARKING  WU64,JONATHAN DIAMOND,2062843100           ,"809 NE 45TH ST, SEATTLE, WA 98105",100,DIAMOND PARKING  WU64,,,,,,,,,,,,,,,N,,,
-122.379934831689,47.6688954782018,13197,718789,,DIAMOND PARKING  A654,JONATHAN DIAMOND,2062843100           ,"1722 NW MARKET ST, SEATTLE, WA 98107",18,DIAMOND PARKING  A654,,,,,,,,,,,,,,,N,,,
-122.352627349223,47.6142929586945,13198,733392,,IMPARK 161,EDWARD DANYLUK,2063811789           ,"2601 ELLIOTT AVE, SEATTLE, WA 98121",592,IMPARK 161,,,,,,,,,,,,,,,N,,,
-122.340978437429,47.6128410667758,13199,4529,,U PARK 24,KEN JR PHILLIPS,2062849797           ,"2010 3RD AVE, SEATTLE, WA 98121",44,U PARK 24,,,,,,,,,,,,,,,N,,,
-122.341648398394,47.6120321620208,13200,715228,,LAZ PARKING,ALAN LAZOWSKI,8605227641           ,"2000 2ND AVE, SEATTLE, WA 98121-2234",0,LAZ PARKING,,,,,,,,,,,,,,,N,,,
-122.357561523376,47.6238983183353,13201,573814,,DIAMOND PARKING  A844,JONATHAN DIAMOND,2062846303           ,"516 1ST AVE W, SEATTLE, WA 98119",13,DIAMOND PARKING  A844,,,,,,,,,,,,,,,N,,,
-122.313927105938,47.661600650764,13202,625132,,DIAMOND PARKING  WU50,JONATHAN DIAMOND,2062843100           ,"1300 NE 45TH ST, SEATTLE, WA 98105",51,DIAMOND PARKING  WU50,,,,,,,,,,,,,,,N,,,
-122.313861446821,47.6624126631384,13203,52864,,U DISTRICT PARKING 10,,2065277006           ,"4526 BROOKLYN AVE NE, SEATTLE, WA 98105",72,U DISTRICT PARKING 10,,,,,,,,,,,,,,,N,,,
-122.336738836813,47.6061372824857,13204,723329,,IMPARK  155,EDWARD DANYLUK,2063811789           ,"1191 2ND AVE, SEATTLE, WA 98101",310,IMPARK  155,,,,,,,,,,,,,,,N,,,
-122.336643815811,47.6058129240851,13205,723326,,IMPARK  156,EDWARD DANYLUK,2063811789           ,"1101 2ND AVE, SEATTLE, WA 98101",121,IMPARK  156,,,,,,,,,,,,,,,N,,,
-122.313149163196,47.615060734161,13206,677040,,UNITED PARKING LOT 4596,JONATHAN DIAMOND,2062843100           ,"1527 15TH AVE, SEATTLE, WA 98112",12,UNITED PARKING LOT 4596,,,,,,,,,,,,,,,N,,,
-122.336195359929,47.613396528735,13207,605780,,IMPARK  58,EDWARD DANYLUK,2063811789           ,"600 OLIVE WAY, SEATTLE, WA 98101",233,IMPARK  58,,,,,,,,,,,,,,,N,,,
-122.328724082966,47.6043902484739,13208,614874,,IMPARK  66,EDWARD DANYLUK,2063811789           ,"609 6TH AVE, SEATTLE, WA 98104",490,IMPARK  66,,,,,,,,,,,,,,,N,,,
-122.328724082966,47.6043902484739,13209,531661,,SEAPARK AUTO PARKING GARAGE REVENUE,,2063864038           ,"609 6TH AVE, SEATTLE, WA 98104",0,SEAPARK AUTO PARKING GARAGE REVENUE,,,,,,,,,,,,,,,N,,,
-122.328724082966,47.6043902484739,13210,531661,,SEAPARK AUTO PARKING GARAGE REVENUE,,6192336624           ,"609 6TH AVE, SEATTLE, WA 98104",0,SEAPARK AUTO PARKING GARAGE REVENUE,,,,,,,,,,,,,,,N,,,
-122.343275276719,47.6146286130552,13211,645726,,DIAMOND PARKING  A009,JONATHAN DIAMOND,2062846303           ,"2201 4TH AVE, SEATTLE, WA 98121",146,DIAMOND PARKING  A009,,,,,,,,,,,,,,,N,,,
-122.33531301965,47.6128922511664,13212,729619,,LAZ PARKING PACIFIC PLACE,ALAN LAZOWSKI,8605227641           ,"600 PINE ST, SEATTLE, WA 98101-3700",1210,LAZ PARKING PACIFIC PLACE,,,,,,,,,,,,,,,N,,,
-122.33531301965,47.6128922511664,13213,716742,,MPH PP GARAGE LLC,MPH PP GARAGE LP,2027413857           ,"600 PINE ST # 228, SEATTLE, WA 98101-3705",0,MPH PP GARAGE LLC,,,,,,,,,,,,,,,N,,,
-122.320610885573,47.6249448987047,13214,620708,,DIAMOND PARKING  A110,JONATHAN DIAMOND,2062843100           ,"622 BROADWAY E, SEATTLE, WA 98102",25,DIAMOND PARKING  A110,,,,,,,,,,,,,,,N,,,
-122.320610885573,47.6249448987047,13215,645735,,DIAMOND PARKING  A314,JONATHAN DIAMOND,2062846303           ,"622 BROADWAY E, SEATTLE, WA 98102",18,DIAMOND PARKING  A314,,,,,,,,,,,,,,,N,,,
-122.330597373276,47.6176954148641,13216,688894,,IPM MET PARK NORTH,JOAN SUNDBERG,2062540811           ,"1220 HOWELL ST, SEATTLE, WA 98101-1469",585,IPM MET PARK NORTH,,,,,,,,,,,,,,,N,,,
-122.333194315499,47.6054909765001,13217,635357,,DIAMOND PARKING  A966,JONATHAN DIAMOND,2062843100           ,"925 4TH AVE, SEATTLE, WA 98104",500,DIAMOND PARKING  A966,,,,,,,,,,,,,,,N,,,
-122.32921866538,47.6099951370149,13218,529804,,BENAROYA RESEARCH INSTITUTE PARKING,VIRGINIA MASON HOSPITAL,2062236600           ,"1201 9TH AVE, SEATTLE, WA 98101",275,BENAROYA RESEARCH INSTITUTE PARKING,,,,,,,,,,,,,,,N,,,
-122.32921866538,47.6099951370149,13219,726751,,ABM PARKING 6174,,2062670446           ,"1201 9TH AVE, SEATTLE, WA 98101",275,ABM PARKING 6174,,,,,,,,,,,,,,,N,,,
-122.321401524312,47.6124404198401,13220,4597,,U PARK 93,KEN JR PHILLIPS,2062849797           ,"1145 BROADWAY, SEATTLE, WA 98122",30,U PARK 93,,,,,,,,,,,,,,,N,,,
-122.335331788399,47.6065539290974,13221,692708,,ACE PARKING LOT 3275 1111 3RD AVE GARAGE,KEITH JONES,6192336624           ,"1111 3RD AVE, SEATTLE, WA 98101",366,ACE PARKING LOT 3275 1111 3RD AVE GARAGE,,,,,,,,,,,,,,,N,,,
-122.40014286151,47.6670297892438,13222,734646,,REPUBLIC PARKING 30 39,GARY BECK,2067834144           ,"5300 34TH AVE NE, SEATTLE, WA 98109",50,REPUBLIC PARKING 30 39,,,,,,,,,,,,,,,N,,,
-122.321498883021,47.6225612038057,13223,723325,,IMPARK  154,EDWARD DANYLUK,2063811789           ,"401 BROADWAY E, SEATTLE, WA 98102",230,IMPARK  154,,,,,,,,,,,,,,,N,,,
-122.330877062996,47.5987762857172,13224,634905,,DIAMOND PARKING  A005,JONATHAN DIAMOND,2062843100           ,"201 S JACKSON ST, SEATTLE, WA 98104",242,DIAMOND PARKING  A005,,,,,,,,,,,,,,,N,,,
-122.342631508539,47.613160448503,13225,666783,,DIAMOND PARKING  A419,JONATHAN DIAMOND,2062843100           ,"2101 3RD AVE, SEATTLE, WA 98101",22,DIAMOND PARKING  A419,,,,,,,,,,,,,,,N,,,
-122.315623749656,47.5481408677122,13226,730226,,DIAMOND PARKING SERVICES A674,JONATHAN DIAMOND,2062843100           ,"6101 AIRPORT WAY S, SEATTLE, WA 98108",55,DIAMOND PARKING SERVICES A674,,,,,,,,,,,,,,,N,,,
-122.332017279682,47.6090904220822,13227,613634,,ACE PARKING  3278 PARK PLACE BUILDING,KEITH JONES,2069031219           ,"1200 6TH AVE, SEATTLE, WA 98101",165,ACE PARKING  3278 PARK PLACE BUILDING,,,,,,,,,,,,,,,N,,,
-122.332645175634,47.6086654931041,13228,631784,,ACE PARKING  3215 PLYMOUTH CHURCH,KEITH JONES,2066224865           ,"1217 6TH AVE, SEATTLE, WA 98101",85,ACE PARKING  3215 PLYMOUTH CHURCH,,,,,,,,,,,,,,,N,,,
-122.344858808588,47.6108244614773,13229,673394,,REPUBLIC PARKING 30 593 MARKET PLACE GARAGE,GARY BECK,2067834144           ,"65 LENORA ST, SEATTLE, WA 98121",412,REPUBLIC PARKING 30 593 MARKET PLACE GARAGE,,,,,,,,,,,,,,,N,,,
-122.332251950656,47.6031082069306,13230,583930,,UNITED PARKING  4590,JONATHAN DIAMOND,2062846303           ,"213 CHERRY ST, SEATTLE, WA 98104",225,UNITED PARKING  4590,,,,,,,,,,,,,,,N,,,
-122.332631380534,47.6029446849566,13231,695646,,TOWNE PARK LLC,MARK NORWICZ,4102958070           ,"612 2ND AVE, SEATTLE, WA 98104",0,TOWNE PARK LLC,,,,,,,,,,,,,,,N,,,
-122.343172306728,47.6086696476328,13232,593926,,DIAMOND   A172,JONATHAN DIAMOND,2062843100           ,"1524 ALASKAN WAY, SEATTLE, WA 98101",60,DIAMOND   A172,,,,,,,,,,,,,,,N,,,
-122.332062312007,47.6104251878231,13233,165552,,TWO UNION SQUARE  80474 CONSOLIDATED,BILL BEATTIE,2063818552           ,"601 UNION ST, SEATTLE, WA 98101-2341",1016,TWO UNION SQUARE  80474 CONSOLIDATED,,,,,,,,,,,,,,,N,,,
-122.3317399881,47.6019778307948,13234,683342,,IPM  49,JOAN SUNDBERG,2062540811           ,"510 2ND AVE, SEATTLE, WA 98104-2336",10,IPM  49,,,,,,,,,,,,,,,N,,,
-122.374390870058,47.6632721929112,13235,625098,,DIAMOND PARKING  A603,JONATHAN DIAMOND,2062843100           ,"1401 LEARY WAY NW, SEATTLE, WA 98117",32,DIAMOND PARKING  A603,,,,,,,,,,,,,,,N,,,
-122.332818257813,47.6019202230671,13236,726752,,ABM PARKING 6119,,2062670446           ,"501 2ND AVE, SEATTLE, WA 98104",252,ABM PARKING 6119,,,,,,,,,,,,,,,N,,,
-122.322834231183,47.5962491236563,13237,701346,,PARKING,MICHIO TESHIMA,2068388231           ,"701 8TH AVE S, SEATTLE, WA 98104",78,PARKING,,,,,,,,,,,,,,,N,,,
-122.334574599347,47.59989552088,13238,593908,,DIAMOND A039,JONATHAN DIAMOND,2062843100           ,"305 1ST AVE S, SEATTLE, WA 98104",22,DIAMOND A039,,,,,,,,,,,,,,,N,,,
-122.335141264093,47.5995131997816,13239,713214,,UNITED PARKING  4551,JONATHAN DIAMOND,2062843100           ,"74 S JACKSON ST, SEATTLE, WA 98104",218,UNITED PARKING  4551,,,,,,,,,,,,,,,N,,,
-122.321221057158,47.6096922516756,13240,711587,,MILE HI VALET SERVICE INC,MARK NORWICZ,4102676111           ,"819 BOYLSTON AVE, SEATTLE, WA 98104-1333",0,MILE HI VALET SERVICE INC,,,,,,,,,,,,,,,N,,,
-122.32372459517,47.6086207815802,13241,76133,,REPUBLIC PARKING 30 594,GARY BECK,2067834144           ,"1124 COLUMBIA ST, SEATTLE, WA 98104",415,REPUBLIC PARKING 30 594,,,,,,,,,,,,,,,N,,,
-122.321927605525,47.6088420297966,13242,712270,,BROADWAY GARAGE   1392,MARK NORWICZ,4102676111           ,"747 BROADWAY, SEATTLE, WA 98122-4379",1758,BROADWAY GARAGE   1392,,,,,,,,,,,,,,,N,,,
-122.335159285095,47.6019464979,13243,519378,,REPUBLIC PARKING  161,GARY BECK,2067834144           ,"76 YESLER WAY, SEATTLE, WA 98104",35,REPUBLIC PARKING  161,,,,,,,,,,,,,,,N,,,
-122.320133087698,47.6077844157294,13244,670305,, 600 BROADWAY GARAGE,ANTHONY GIARRATANA,6152382250           ,"600 BROADWAY # 128, SEATTLE, WA 98122-5381",355, 600 BROADWAY GARAGE,,,,,,,,,,,,,,,N,,,
-122.38262868847,47.6664581729074,13245,660807,,BALLARD PARKING LLC,JAMES RIGGLE,2067895010           ,"5301 LEARY AVE NW, SEATTLE, WA 98107-4824",0,BALLARD PARKING LLC,,,,,,,,,,,,,,,N,,,
-122.334273146,47.6050461684449,13246,673882,,ACE PARKING  3264 WELLS FARGO GARAGE,KEITH JONES,6192336624           ,"999 3RD AVE, SEATTLE, WA 98104",676,ACE PARKING  3264 WELLS FARGO GARAGE,,,,,,,,,,,,,,,N,,,
-122.344084834763,47.6249474334192,13247,641230,,DIAMOND PARKING  A326,JONATHAN DIAMOND,2062843100           ,"601 AURORA AVE N, SEATTLE, WA 98109",20,DIAMOND PARKING  A326,,,,,,,,,,,,,,,N,,,
-122.332115251077,47.6080926679129,13248,729928,,54431 CROWN PLAZA SEATTLE,BILL BEATTIE,2063818552           ,"1113 6TH AVE, SEATTLE, WA 98101",101,54431 CROWN PLAZA SEATTLE,,,,,,,,,,,,,,,N,,,
-122.332107415219,47.6245903702909,13249,678597,,DIAMOND PARKING  A446,JONATHAN DIAMOND,2062843100           ,"611 PONTIUS AVE N, SEATTLE, WA 98109",7,DIAMOND PARKING  A446,,,,,,,,,,,,,,,N,,,
-122.341068793745,47.6094696318656,13250,13063,,PIKE PLACE MERCHANTS ASSN,JACK MATHEWS,2065870351           ,"1530 POST ALY # STE 6, SEATTLE, WA 98101-1566",0,PIKE PLACE MERCHANTS ASSN,,,,,,,,,,,,,,,N,,,
-122.340131749265,47.6094559956241,13251,560186,,IPM  01,JOAN SUNDBERG,2062540811           ,"1516 1ST AVE, SEATTLE, WA 98101",90,IPM  01,,,,,,,,,,,,,,,N,,,
-122.345101260894,47.6129064599978,13252,577627,,DIAMOND PARKING  A353,JONATHAN DIAMOND,2063843100           ,"2204 1ST AVE, SEATTLE, WA 98121",10,DIAMOND PARKING  A353,,,,,,,,,,,,,,,N,,,
-122.346750016498,47.6126756793594,13253,4545,,U PARK 40,KEN JR PHILLIPS,2062849797           ,"2224 WESTERN AVE, SEATTLE, WA 98121",88,U PARK 40,,,,,,,,,,,,,,,N,,,
-122.333892137093,47.6033098026946,13254,628567,,IMPARK   MILENNIUM BUILDING,EDWARD DANYLUK,2063811789           ,"719 2ND AVE, SEATTLE, WA 98104",204,IMPARK   MILENNIUM BUILDING,,,,,,,,,,,,,,,N,,,
-122.335191860873,47.5986676066366,13255,635378,,450 ALASKA IPM 30,JOAN SUNDBERG,2062540811           ,"76 S KING ST, SEATTLE, WA 98104",116,450 ALASKA IPM 30,,,,,,,,,,,,,,,N,,,
-122.299317348855,47.6646005874251,13256,681391,,DIAMOND PARKING  WU49,JONATHAN DIAMOND,2062843100           ,"4900 25TH AVE NE, SEATTLE, WA 98115",25,DIAMOND PARKING  WU49,,,,,,,,,,,,,,,N,,,
-122.333674156186,47.5940318177767,13257,656603,,DIAMOND PARKING  A362,JONATHAN DIAMOND,2062843100           ,"1000 1ST AVE S, SEATTLE, WA 98134",25,DIAMOND PARKING  A362,,,,,,,,,,,,,,,N,,,
-122.33486412584,47.5920188038746,13258,4590,,U PARK 86,KEN JR PHILLIPS,2062849797           ,"1201 1ST AVE S, SEATTLE, WA 98101",224,U PARK 86,,,,,,,,,,,,,,,N,,,
-122.334867873281,47.5908086109913,13259,595335,,DIAMOND  A133,JONATHAN DIAMOND,2062843100           ,"1251 1ST AVE S, SEATTLE, WA 98134",60,DIAMOND  A133,,,,,,,,,,,,,,,N,,,
-122.333706700162,47.5942581614023,13260,593898,,DIAMOND PARKING A028,JONATHAN DIAMOND,2062843100           ,"922 1ST AVE S, SEATTLE, WA 98104",46,DIAMOND PARKING A028,,,,,,,,,,,,,,,N,,,
-122.334723404423,47.5899501090707,13261,576428,,IPM  HOMEPLATE,JOAN SUNDBERG,2062540811           ,"1501 1ST AVE S, SEATTLE, WA 98134",299,IPM  HOMEPLATE,,,,,,,,,,,,,,,N,,,
-122.324148109623,47.5964438679676,13262,17663,,INTL DIST PARKING  43,MICHAEL OLSON,2066243426           ,"666 S DEARBORN ST, SEATTLE, WA 98104",75,INTL DIST PARKING  43,,,,,,,,,,,,,,,N,,,
-122.328390550269,47.5943947619113,13263,593927,,DIAMOND   A235,JONATHAN DIAMOND,2062843100           ,"1000 4TH AVE S, SEATTLE, WA 98134",150,DIAMOND   A235,,,,,,,,,,,,,,,N,,,
-122.326704903325,47.5941625005068,13264,576754,,DIAMOND PARKING  A848,JONATHAN DIAMOND,2062846303           ,"1005 6TH AVE S, SEATTLE, WA 98134",350,DIAMOND PARKING  A848,,,,,,,,,,,,,,,N,,,
-122.328646474017,47.5955962130107,13265,537623,,UNION STATION PARKING GARAGE SOUTH,JOAN SUNDBERG,2069327809           ,"820 4TH AVE S, SEATTLE, WA 98104",684,UNION STATION PARKING GARAGE SOUTH,,,,,,,,,,,,,,,N,,,
-122.385993182139,47.5832415507812,13266,657255,,DIAMOND PARKING  A386,JONATHAN DIAMOND,2062843100           ,"2222 CALIFORNIA AVE SW, SEATTLE, WA 98116",30,DIAMOND PARKING  A386,,,,,,,,,,,,,,,N,,,
-122.335664540731,47.5892395230857,13267,636326,,IPM  37,JOAN SUNDBERG,2062540811           ,"1531 UTAH AVE S, SEATTLE, WA 98134",220,IPM  37,,,,,,,,,,,,,,,N,,,
-122.333682326615,47.5887660135003,13268,584049,,DIAMOND PARKING  A944,JONATHAN DIAMOND,2062846303           ,"1560 1ST AVE S, SEATTLE, WA 98134",241,DIAMOND PARKING  A944,,,,,,,,,,,,,,,N,,,
-122.333543447591,47.5871967963385,13269,670656,,DIAMOND PARKING  A428,JONATHAN DIAMOND,2062843100           ,"1730 1ST AVE S, SEATTLE, WA 98134",7,DIAMOND PARKING  A428,,,,,,,,,,,,,,,N,,,
-122.333730652594,47.5870574344448,13270,669468,,DIAMOND PARKING  A423,JONATHAN DIAMOND,2062843100           ,"1740 1ST AVE S, SEATTLE, WA 98134",25,DIAMOND PARKING  A423,,,,,,,,,,,,,,,N,,,
-122.333780452477,47.586430153418,13271,669467,,DIAMOND PARKING  A408,JONATHAN DIAMOND,2062843100           ,"1760 1ST AVE S, SEATTLE, WA 98134",48,DIAMOND PARKING  A408,,,,,,,,,,,,,,,N,,,
-122.334856805522,47.5855980148303,13272,638431,,DIAMOND PARKING  A307,JONATHAN DIAMOND,2062843100           ,"1915 1ST AVE S, SEATTLE, WA 98134",15,DIAMOND PARKING  A307,,,,,,,,,,,,,,,N,,,
-122.334656070811,47.5843984513055,13273,635169,,DIAMOND PARKING  A817,JONATHAN DIAMOND,2062846303           ,"1955 1ST AVE S, SEATTLE, WA 98134",75,DIAMOND PARKING  A817,,,,,,,,,,,,,,,N,,,
-122.334669066532,47.5836511691168,13274,625113,,DIAMOND PARKING  A606,JONATHAN DIAMOND,2062843100           ,"2203 1ST AVE S, SEATTLE, WA 98134",52,DIAMOND PARKING  A606,,,,,,,,,,,,,,,N,,,
-122.333758494483,47.5825794823707,13275,4602,,U PARK 098,KEN JR PHILLIPS,2066245353           ,"2246 1ST AVE S, SEATTLE, WA 98134",56,U PARK 098,,,,,,,,,,,,,,,N,,,
-122.332642312397,47.5878095684279,13276,596107,,DIAMOND  A883,JONATHAN DIAMOND,2062843100           ,"1750 OCCIDENTAL AVE S, SEATTLE, WA 98134",210,DIAMOND  A883,,,,,,,,,,,,,,,N,,,
-122.329346581738,47.5871788779754,13277,577228,,DIAMOND PARKING  A842,JONATHAN DIAMOND,2062846303           ,"1731 4TH AVE S, SEATTLE, WA 98134",50,DIAMOND PARKING  A842,,,,,,,,,,,,,,,N,,,
-122.325009052422,47.5868546219853,13278,582320,,STREAM PARKING,SCOTT STREAM,2063613797           ,"1762 6TH AVE S, SEATTLE, WA 98134",84,STREAM PARKING,,,,,,,,,,,,,,,N,,,
-122.329389038735,47.5863843628849,13279,653863,,DIAMOND PARKING  A265,JONATHAN DIAMOND,2062843100           ,"1763 4TH AVE S, SEATTLE, WA 98134",34,DIAMOND PARKING  A265,,,,,,,,,,,,,,,N,,,
-122.332894762796,47.5830512523867,13280,714355,,DIAMOND PARKING  A643,JONATHAN DIAMOND,2062843100           ,"2228 OCCIDENTAL AVE S, SEATTLE, WA 98134",60,DIAMOND PARKING  A643,,,,,,,,,,,,,,,N,,,
-122.333424423904,47.5894451416447,13281,682649,,HENRYS LOT,ANTHONY GIARRATANA,6152382250           ,"1526 1ST AVE S, SEATTLE, WA 98134-1402",30,HENRYS LOT,,,,,,,,,,,,,,,N,,,
-122.328365878295,47.5872001299918,13282,643028,,EASY OUT PARKING,KURT BRAY,2062321883           ,"1732 4TH AVE S, SEATTLE, WA 98134",108,EASY OUT PARKING,,,,,,,,,,,,,,,N,,,
-122.385418841965,47.5821998904798,13283,583989,,UNITED PARKING  4506,JONATHAN DIAMOND,2062846303           ,"2331 42ND AVE SW, SEATTLE, WA 98116",101,UNITED PARKING  4506,,,,,,,,,,,,,,,N,,,
-122.336239056637,47.5759523220071,13284,663569,,IPM  42,JOAN SUNDBERG,2062540811           ,"66 S HANFORD ST, SEATTLE, WA 98134-1826",0,IPM  42,,,,,,,,,,,,,,,N,,,
-122.332625038782,47.5821733286501,13285,630527,,DIAMOND PARKING A 984,JONATHAN DIAMOND,2062843100           ,"2250 OCCIDENTAL AVE S, SEATTLE, WA 98134",80,DIAMOND PARKING A 984,,,,,,,,,,,,,,,N,,,
-122.325104907523,47.5791278006692,13286,705816,,LOT 60,JOAN SUNDBERG,2062540811           ,"2724 6TH PL S, SEATTLE, WA 98134-2129",0,LOT 60,,,,,,,,,,,,,,,N,,,
-122.333791033948,47.5779370511238,13287,673490,,DIAMOND PARKING  A436,JONATHAN DIAMOND,2062843100           ,"2764 1ST AVE S, SEATTLE, WA 98134",51,DIAMOND PARKING  A436,,,,,,,,,,,,,,,N,,,
-122.327891579832,47.5758677196554,13288,733396,,IMPARK 81,EDWARD DANYLUK,2063811789           ,"2960 4TH AVE S, SEATTLE, WA 98124",25,IMPARK 81,,,,,,,,,,,,,,,N,,,
-122.298733997025,47.5770135604822,13289,632003,,DIAMOND PARKING  A981,JONATHAN DIAMOND,2062843100           ,"2929 27TH AVE S, SEATTLE, WA 98144",75,DIAMOND PARKING  A981,,,,,,,,,,,,,,,N,,,
